,Type,Price,Location,Area,Creation date,Amenities,Installment value
36306,Residential Plot,25000000,Paragon City,10.0,3 days ago,162,
36307,Residential Plot,27000000,Paragon City,11.5,3 days ago,891,
36308,Commercial Plot,25000000,Paragon City,8.0,2 days ago,837,
36309,Commercial Plot,25000000,Paragon City,8.0,2 days ago,837,
36310,Commercial Plot,17500000,Paragon City,6.0,2 days ago,1,
36311,Residential Plot,13500000,Paragon City,5.0,3 days ago,1673,
36312,Residential Plot,6500000,Paragon City,5.0,3 days ago,1,
36313,Residential Plot,10000000,Paragon City,10.0,3 days ago,1674,
36314,Residential Plot,10500000,Paragon City,10.0,3 days ago,1675,
36315,Residential Plot,6500000,Paragon City,5.0,3 days ago,1675,
36316,Residential Plot,24000000,Paragon City,10.0,8 hours ago,1,
36317,Residential Plot,11500000,Paragon City,10.0,8 hours ago,1,
36318,Residential Plot,11000000,Paragon City,10.0,8 hours ago,1,
36319,Residential Plot,37500000,Paragon City,20.0,1 week ago,1,
36320,Commercial Plot,11500000,Paragon City,4.0,1 week ago,1,
36321,Residential Plot,8000000,Paragon City,5.0,1 week ago,1,
36322,Commercial Plot,11500000,Paragon City,4.0,1 week ago,1,
36323,Residential Plot,17000000,Paragon City,10.0,2 weeks ago,74,
36324,Residential Plot,10500000,Paragon City,10.0,3 weeks ago,1,
36325,Residential Plot,23500000,Paragon City,10.0,3 days ago,1676,
36326,Residential Plot,23000000,Paragon City,10.0,3 days ago,121,
36327,Residential Plot,7300000,Paragon City,4.0,4 days ago,107,
36328,Residential Plot,26000000,Paragon City,11.8,5 days ago,109,
36329,Residential Plot,18500000,Paragon City,10.0,5 days ago,107,
36330,Residential Plot,7500000,Paragon City,4.0,5 days ago,75,
36331,Residential Plot,22500000,Paragon City,10.0,5 days ago,107,
36332,Residential Plot,8500000,Paragon City,4.0,6 days ago,1,
36333,Residential Plot,64500000,Paragon City,40.0,3 days ago,1,
36334,Commercial Plot,28500000,Paragon City,8.0,3 days ago,1677,
36335,Residential Plot,14500000,Paragon City,10.0,3 days ago,1678,
36336,Commercial Plot,12000000,Paragon City,4.0,3 days ago,1679,
36337,Residential Plot,11500000,Paragon City,5.0,3 days ago,1601,
36338,Commercial Plot,15500000,Paragon City,8.0,3 days ago,1,
36339,Residential Plot,6800000,Paragon City,5.0,3 days ago,1,
36340,Residential Plot,11500000,Paragon City,10.0,3 days ago,1,
36341,Residential Plot,7500000,Paragon City,5.0,1 week ago,1,
36342,Residential Plot,11000000,Paragon City,10.0,1 week ago,179,
36343,Residential Plot,26500000,Paragon City,15.0,1 week ago,1,
36344,Commercial Plot,15000000,Paragon City,8.0,1 week ago,1,
36345,Commercial Plot,11000000,Paragon City,5.0,1 week ago,1,
36346,Residential Plot,11000000,Paragon City,5.0,1 week ago,1,
36347,Residential Plot,31000000,Paragon City,20.0,1 week ago,1,
36348,Residential Plot,7500000,Paragon City,5.0,1 week ago,1,
36349,Residential Plot,8000000,Paragon City,4.0,1 week ago,1,
36350,Residential Plot,22000000,Paragon City,10.0,1 week ago,107,
36351,Commercial Plot,170000000,Paragon City,40.0,2 days ago,401,
36352,Residential Plot,31000000,Paragon City,20.0,1 week ago,75,
36353,Residential Plot,25000000,Paragon City,15.0,1 day ago,958,
36354,Residential Plot,7500000,Paragon City,5.0,2 weeks ago,587,
36355,Residential Plot,19000000,Paragon City,10.0,2 weeks ago,1680,
36356,Residential Plot,21000000,Paragon City,10.0,2 weeks ago,1,
36357,Residential Plot,21000000,Paragon City,10.0,2 weeks ago,1,
36358,Residential Plot,11500000,Paragon City,10.0,3 days ago,1,
36359,Residential Plot,8500000,Paragon City,4.0,3 days ago,1,
36360,Residential Plot,20000000,Paragon City,10.0,3 days ago,1,
36361,Residential Plot,22500000,Paragon City,10.0,3 days ago,1,
36362,Commercial Plot,62500000,Paragon City,8.0,3 days ago,1,
36363,Residential Plot,40000000,Paragon City,20.0,3 days ago,1,
36364,Residential Plot,7500000,Paragon City,5.0,3 days ago,1,
36365,Residential Plot,11500000,Paragon City,10.0,3 days ago,1,
36366,Residential Plot,59500000,Paragon City,40.0,3 weeks ago,107,
36367,Residential Plot,25500000,Paragon City,10.0,3 weeks ago,107,
36368,Commercial Plot,22000000,Paragon City,8.0,3 weeks ago,107,
36369,Residential Plot,22500000,Paragon City,10.0,3 weeks ago,1,
36370,Residential Plot,7500000,Paragon City,5.0,3 weeks ago,587,
36371,Residential Plot,12000000,Paragon City,5.0,3 weeks ago,1,
36372,Residential Plot,7500000,Paragon City,4.0,3 weeks ago,1,
36373,Residential Plot,23000000,Paragon City,10.0,3 weeks ago,1,
36374,Residential Plot,12500000,Paragon City,10.0,3 weeks ago,1,
36375,Residential Plot,19500000,Paragon City,10.0,3 weeks ago,1,
36376,Residential Plot,10000000,Paragon City,10.0,3 days ago,1,
36377,Residential Plot,11500000,Paragon City,10.0,3 days ago,1,
36378,Residential Plot,17000000,Paragon City,10.0,3 days ago,1,
36379,Residential Plot,15500000,Paragon City,10.0,3 days ago,1,
36380,Residential Plot,8000000,Paragon City,4.0,3 days ago,1,
36381,Commercial Plot,25000000,Paragon City,4.0,8 hours ago,1,
36382,Commercial Plot,30000000,Paragon City,8.0,8 hours ago,1,
36383,Residential Plot,8000000,Paragon City,4.0,3 days ago,1303,
36384,Residential Plot,6500000,Paragon City,5.0,3 days ago,1681,
36385,Residential Plot,24000000,Paragon City,10.0,3 days ago,1,
36386,Residential Plot,18000000,Paragon City,11.5,3 days ago,102,
36387,Residential Plot,23000000,Paragon City,10.0,3 days ago,1682,
36388,Residential Plot,7500000,Paragon City,5.0,4 days ago,1,
36389,Residential Plot,13500000,Paragon City,5.0,4 days ago,1,
36390,Residential Plot,13100000,Paragon City,5.0,4 days ago,1,
36391,Residential Plot,49500000,Paragon City,24.0,4 days ago,1,
36392,Residential Plot,20500000,Paragon City,10.0,4 days ago,75,
36393,Residential Plot,11500000,Paragon City,5.0,4 days ago,328,
36394,Residential Plot,8500000,Paragon City,5.0,4 days ago,328,
36395,Residential Plot,21000000,Paragon City,12.0,4 days ago,328,
36396,Residential Plot,7500000,Paragon City,4.0,4 days ago,328,
36397,Residential Plot,25000000,Paragon City,15.0,4 days ago,958,
36398,Residential Plot,60000000,Paragon City,40.0,4 days ago,328,
36399,Residential Plot,7500000,Paragon City,4.0,4 days ago,1,
36400,Residential Plot,21500000,Paragon City,10.0,4 days ago,1175,
36401,Commercial Plot,21000000,Paragon City,4.0,4 days ago,1,
36402,Commercial Plot,40000000,Paragon City,8.0,4 days ago,1,
36403,Commercial Plot,16000000,Paragon City,8.0,4 days ago,1,
36404,Commercial Plot,17000000,Paragon City,8.0,4 days ago,1,
36405,Residential Plot,17000000,Paragon City,7.0,4 days ago,1,
36406,Residential Plot,12000000,Paragon City,5.0,4 days ago,1,
36407,Residential Plot,24000000,Paragon City,10.0,4 days ago,1,
36408,Residential Plot,35000000,Paragon City,22.0,4 days ago,1,
36409,Residential Plot,35000000,Paragon City,20.0,4 days ago,1,
36410,Residential Plot,17000000,Paragon City,10.0,4 days ago,1,
36411,Residential Plot,20000000,Paragon City,12.0,4 days ago,1,
36412,Residential Plot,17500000,Paragon City,10.0,4 days ago,1,
36413,Residential Plot,10000000,Paragon City,4.2,4 days ago,1,
36414,Residential Plot,8500000,Paragon City,5.0,4 days ago,1,
36415,Residential Plot,6500000,Paragon City,5.0,4 days ago,1,
36416,Residential Plot,8000000,Paragon City,5.0,4 days ago,1,
36417,Residential Plot,7000000,Paragon City,5.0,4 days ago,1,
36418,Residential Plot,7500000,Paragon City,5.0,4 days ago,1,
36419,Residential Plot,12000000,Paragon City,10.0,4 days ago,1,
36420,Residential Plot,11000000,Paragon City,10.0,4 days ago,1,
36421,Residential Plot,11500000,Paragon City,10.0,4 days ago,1,
36422,Residential Plot,10000000,Paragon City,10.0,4 days ago,1,
36423,Residential Plot,8000000,Paragon City,4.0,4 days ago,1,
36424,Residential Plot,17000000,Paragon City,10.0,4 days ago,1,
36425,Residential Plot,15500000,Paragon City,10.0,4 days ago,1,
36426,Commercial Plot,30000000,Paragon City,8.0,4 days ago,1,
36427,Residential Plot,8000000,Paragon City,4.0,5 days ago,88,
36428,Residential Plot,11500000,Paragon City,5.0,5 days ago,328,
36429,Residential Plot,8500000,Paragon City,5.0,5 days ago,328,
36430,Residential Plot,21000000,Paragon City,12.0,5 days ago,328,
36431,Residential Plot,7500000,Paragon City,4.0,5 days ago,328,
36432,Residential Plot,25000000,Paragon City,15.0,5 days ago,328,
36433,Residential Plot,60000000,Paragon City,40.0,5 days ago,328,
36434,Residential Plot,20500000,Paragon City,10.0,5 days ago,75,
36435,Residential Plot,160000000,Paragon City,80.0,9 hours ago,1,
36436,Residential Plot,11500000,Paragon City,5.0,6 days ago,328,
36437,Residential Plot,8500000,Paragon City,5.0,6 days ago,328,
36438,Residential Plot,21000000,Paragon City,12.0,6 days ago,328,
36439,Residential Plot,7500000,Paragon City,4.0,6 days ago,328,
36440,Residential Plot,25000000,Paragon City,15.0,6 days ago,328,
36441,Residential Plot,60000000,Paragon City,40.0,6 days ago,328,
36442,Residential Plot,10800000,Paragon City,10.0,1 week ago,151,
36443,Residential Plot,12500000,Paragon City,10.0,1 week ago,1,
36444,Residential Plot,13000000,Paragon City,10.0,1 week ago,1,
36445,Residential Plot,8000000,Paragon City,5.0,1 week ago,1,
36446,Residential Plot,7500000,Paragon City,5.0,1 week ago,151,
36447,Residential Plot,18500000,Paragon City,10.0,1 week ago,1,
36448,Residential Plot,8000000,Paragon City,4.0,1 week ago,1,
36449,Residential Plot,7000000,Paragon City,5.0,1 week ago,1,
36450,Residential Plot,12000000,Paragon City,10.0,8 hours ago,1,
36451,Residential Plot,11000000,Paragon City,10.0,8 hours ago,1,
36452,Residential Plot,7000000,Paragon City,5.0,1 week ago,1,
36453,Residential Plot,7500000,Paragon City,5.0,8 hours ago,1,
36454,Residential Plot,8000000,Paragon City,5.0,1 week ago,1,
36455,Residential Plot,6500000,Paragon City,5.0,8 hours ago,1,
36456,Residential Plot,8500000,Paragon City,5.0,1 week ago,1,
36457,Residential Plot,10000000,Paragon City,4.2,8 hours ago,1,
36458,Residential Plot,17500000,Paragon City,10.0,1 week ago,1,
36459,Residential Plot,17000000,Paragon City,10.0,8 hours ago,1,
36460,Residential Plot,35000000,Paragon City,20.0,1 week ago,1,
36461,Residential Plot,24000000,Paragon City,10.0,8 hours ago,1,
36462,Residential Plot,20000000,Paragon City,12.0,8 hours ago,1,
36463,Residential Plot,35000000,Paragon City,22.0,1 week ago,1,
36464,Residential Plot,17000000,Paragon City,7.0,8 hours ago,1,
36465,Residential Plot,12000000,Paragon City,5.0,8 hours ago,1,
36466,Commercial Plot,16000000,Paragon City,8.0,1 week ago,1,
36467,Commercial Plot,17000000,Paragon City,8.0,8 hours ago,1,
36468,Commercial Plot,40000000,Paragon City,8.0,1 week ago,1,
36469,Residential Plot,35000000,Paragon City,19.0,1 week ago,1,
36470,Residential Plot,150000000,Paragon City,40.0,1 week ago,1,
36471,Residential Plot,150000000,Paragon City,40.0,1 week ago,1,
36472,Residential Plot,9000000,Paragon City,4.0,1 week ago,1,
36473,Residential Plot,9000000,Paragon City,4.0,1 week ago,1,
36474,Commercial Plot,12500000,Paragon City,4.0,1 week ago,1,
36475,Commercial Plot,22500000,Paragon City,8.0,1 week ago,1,
36476,Residential Plot,7500000,Paragon City,5.0,1 week ago,1,
36477,Commercial Plot,19500000,Paragon City,6.0,1 week ago,1,
36478,Residential Plot,7000000,Paragon City,5.0,1 week ago,1,
36479,Commercial Plot,25000000,Paragon City,8.0,1 week ago,1,
36480,Commercial Plot,70000000,Paragon City,4.0,1 week ago,1,
36481,Commercial Plot,60000000,Paragon City,8.0,1 week ago,1,
36482,Residential Plot,7000000,Paragon City,5.0,1 week ago,1,
36483,Residential Plot,11000000,Paragon City,10.0,1 week ago,1,
36484,Residential Plot,10000000,Paragon City,10.0,1 week ago,1,
36485,Residential Plot,40000000,Paragon City,20.0,1 week ago,1,
36486,Commercial Plot,16500000,Paragon City,6.0,1 week ago,1,
36487,Commercial Plot,7300000,Paragon City,4.0,1 week ago,1,
36488,Commercial Plot,7300000,Paragon City,4.0,1 week ago,1,
36489,Commercial Plot,7300000,Paragon City,4.0,1 week ago,1,
36490,Residential Plot,8800000,Paragon City,4.0,1 week ago,1,
36491,Residential Plot,10500000,Paragon City,10.0,1 week ago,1,
36492,Residential Plot,7500000,Paragon City,10.0,1 week ago,1,
36493,Commercial Plot,25000000,Paragon City,8.0,1 week ago,1,
36494,Residential Plot,13000000,Paragon City,10.0,1 week ago,1,
36495,Residential Plot,13000000,Paragon City,10.0,1 week ago,1,
36496,Residential Plot,9000000,Paragon City,4.0,1 week ago,1,
36497,Residential Plot,9000000,Paragon City,4.0,1 week ago,1,
36498,Commercial Plot,22500000,Paragon City,8.0,1 week ago,1,
36499,Commercial Plot,12500000,Paragon City,4.0,1 week ago,1,
36500,Residential Plot,7000000,Paragon City,5.0,1 week ago,1,
36501,Residential Plot,7500000,Paragon City,5.0,1 week ago,1,
36502,Commercial Plot,25000000,Paragon City,8.0,1 week ago,1,
36503,Commercial Plot,19500000,Paragon City,6.0,1 week ago,1,
36504,Commercial Plot,60000000,Paragon City,8.0,1 week ago,1,
36505,Residential Plot,11000000,Paragon City,10.0,1 week ago,1,
36506,Commercial Plot,70000000,Paragon City,4.0,1 week ago,1,
36507,Residential Plot,40000000,Paragon City,20.0,1 week ago,1,
36508,Residential Plot,11000000,Paragon City,10.0,1 week ago,1,
36509,Commercial Plot,16500000,Paragon City,6.0,1 week ago,1,
36510,Residential Plot,10000000,Paragon City,10.0,1 week ago,1,
36511,Commercial Plot,16500000,Paragon City,6.0,1 week ago,1,
36512,Commercial Plot,7300000,Paragon City,4.0,1 week ago,1,
36513,Commercial Plot,7300000,Paragon City,4.0,1 week ago,1,
36514,Residential Plot,8800000,Paragon City,4.0,1 week ago,1,
36515,Residential Plot,10500000,Paragon City,10.0,1 week ago,1,
36516,Commercial Plot,25000000,Paragon City,8.0,1 week ago,1,
36517,Commercial Plot,25000000,Paragon City,8.0,1 week ago,1,
36518,Residential Plot,13000000,Paragon City,10.0,1 week ago,1,
36519,Residential Plot,7500000,Paragon City,10.0,1 week ago,1,
36520,Residential Plot,13000000,Paragon City,10.0,1 week ago,1,
36521,Residential Plot,22000000,Paragon City,10.0,1 week ago,1,
36522,Residential Plot,21500000,Paragon City,12.0,1 week ago,1,
36523,Residential Plot,22200000,Paragon City,10.0,1 week ago,1,
36524,Residential Plot,7600000,Paragon City,4.0,1 week ago,1,
36525,Residential Plot,7700000,Paragon City,4.0,1 week ago,1,
36526,Residential Plot,7700000,Paragon City,4.0,1 week ago,1,
36527,Residential Plot,10000000,Paragon City,5.0,1 week ago,1,
36528,Residential Plot,7500000,Paragon City,4.0,1 week ago,328,
36529,Residential Plot,11500000,Paragon City,5.0,1 week ago,328,
36530,Residential Plot,8500000,Paragon City,5.0,1 week ago,328,
36531,Residential Plot,21000000,Paragon City,12.0,1 week ago,328,
36532,Residential Plot,25000000,Paragon City,15.0,1 week ago,958,
36533,Residential Plot,60000000,Paragon City,40.0,1 week ago,328,
36534,Residential Plot,7000000,Paragon City,5.0,1 week ago,1,
36535,Residential Plot,7500000,Paragon City,5.0,1 week ago,1,
36536,Residential Plot,7200000,Paragon City,5.0,1 week ago,1,
36537,Residential Plot,12500000,Paragon City,10.0,1 week ago,1,
36538,Residential Plot,12000000,Paragon City,10.0,1 week ago,1,
36539,Residential Plot,13000000,Paragon City,10.0,1 week ago,1,
36540,Residential Plot,13500000,Paragon City,10.0,1 week ago,1,
36541,Residential Plot,18500000,Paragon City,20.0,1 week ago,1,
36542,Residential Plot,17000000,Paragon City,20.0,1 week ago,1,
36543,Residential Plot,18000000,Paragon City,20.0,1 week ago,1,
36544,Residential Plot,7500000,Paragon City,5.0,1 week ago,1,
36545,Residential Plot,17500000,Paragon City,20.0,1 week ago,1,
36546,Residential Plot,8000000,Paragon City,4.0,1 week ago,1,
36547,Residential Plot,8500000,Paragon City,4.0,1 week ago,1,
36548,Residential Plot,8500000,Paragon City,4.0,1 week ago,1,
36549,Residential Plot,8500000,Paragon City,4.0,1 week ago,1,
36550,Residential Plot,8000000,Paragon City,4.0,1 week ago,1,
36551,Residential Plot,10500000,Paragon City,10.0,1 week ago,1,
36552,Residential Plot,12000000,Paragon City,10.0,8 hours ago,356,
36553,Residential Plot,13000000,Paragon City,10.0,8 hours ago,356,
36554,Residential Plot,8500000,Paragon City,5.0,8 hours ago,356,
36555,Residential Plot,11000000,Paragon City,10.0,8 hours ago,356,
36556,Residential Plot,65000000,Paragon City,40.0,8 hours ago,356,
36557,Residential Plot,110000000,Paragon City,80.0,8 hours ago,356,
36558,Residential Plot,3500000,Paragon City,5.0,8 hours ago,1,
36559,Residential Plot,140000000,Paragon City,80.0,8 hours ago,1,
36560,Residential Plot,105000000,Paragon City,80.0,8 hours ago,1,
36561,Residential Plot,8500000,Paragon City,5.0,1 week ago,1,
36562,Residential Plot,11000000,Paragon City,10.0,1 week ago,1,
36563,Residential Plot,8000000,Paragon City,4.0,1 week ago,1,
36564,Commercial Plot,20000000,Paragon City,4.0,1 week ago,1,
36565,Commercial Plot,20500000,Paragon City,4.0,1 week ago,1,
36566,Residential Plot,18500000,Paragon City,10.0,1 week ago,107,
36567,Commercial Plot,16500000,Paragon City,8.0,1 week ago,107,
36568,Residential Plot,17500000,Paragon City,20.0,2 weeks ago,1,
36569,Residential Plot,6400000,Paragon City,5.0,2 weeks ago,117,
36570,Residential Plot,7500000,Paragon City,5.0,2 weeks ago,38,
36571,Residential Plot,7500000,Paragon City,4.0,2 weeks ago,38,
36572,Residential Plot,65000000,Paragon City,40.0,2 weeks ago,1,
36573,Residential Plot,75000000,Paragon City,42.0,2 weeks ago,1,
36574,Residential Plot,12000000,Paragon City,10.0,2 weeks ago,144,
36575,Residential Plot,6500000,Paragon City,4.0,2 weeks ago,144,
36576,Residential Plot,24500000,Paragon City,12.7,2 weeks ago,1683,
36577,Residential Plot,11000000,Paragon City,10.0,2 weeks ago,1,
36578,Residential Plot,7500000,Paragon City,5.0,2 weeks ago,1,
36579,Residential Plot,75000000,Paragon City,40.0,2 weeks ago,1,
36580,Residential Plot,63500000,Paragon City,40.0,2 weeks ago,1,
36581,Residential Plot,22000000,Paragon City,10.0,2 weeks ago,1,
36582,Residential Plot,22000000,Paragon City,10.0,2 weeks ago,1,
36583,Residential Plot,22500000,Paragon City,4.0,2 weeks ago,1,
36584,Residential Plot,20000000,Paragon City,10.0,2 weeks ago,1,
36585,Residential Plot,18000000,Paragon City,4.0,2 weeks ago,1,
36586,Residential Plot,20000000,Paragon City,4.0,2 weeks ago,1,
36587,Residential Plot,13500000,Paragon City,5.0,2 weeks ago,1,
36588,Residential Plot,20000000,Paragon City,10.0,2 weeks ago,1,
36589,Residential Plot,16000000,Paragon City,4.0,2 weeks ago,1,
36590,Residential Plot,22500000,Paragon City,4.0,2 weeks ago,1,
36591,Residential Plot,20000000,Paragon City,4.0,2 weeks ago,1,
36592,Residential Plot,18000000,Paragon City,4.0,2 weeks ago,1,
36593,Residential Plot,60000000,Paragon City,40.0,2 weeks ago,1,
36594,Commercial Plot,17500000,Paragon City,6.5,2 weeks ago,356,
36595,Residential Plot,10000000,Paragon City,10.0,2 weeks ago,356,
36596,Residential Plot,8500000,Paragon City,4.0,2 weeks ago,1,
36597,Residential Plot,12500000,Paragon City,10.0,2 weeks ago,1,
36598,Residential Plot,7500000,Paragon City,5.0,2 weeks ago,1,
36599,Residential Plot,9000000,Paragon City,4.0,2 weeks ago,1,
36600,Residential Plot,20000000,Paragon City,10.0,2 weeks ago,1,
36601,Residential Plot,13500000,Paragon City,10.0,2 weeks ago,1,
36602,Residential Plot,17500000,Paragon City,10.0,2 weeks ago,1,
36603,Residential Plot,13000000,Paragon City,10.0,2 weeks ago,1,
36604,Residential Plot,8000000,Paragon City,5.0,2 weeks ago,1,
36605,Residential Plot,13000000,Paragon City,10.0,2 weeks ago,1,
36606,Residential Plot,11500000,Paragon City,10.0,2 weeks ago,1,
36607,Residential Plot,12000000,Paragon City,10.0,2 weeks ago,1,
36608,Residential Plot,12000000,Paragon City,10.0,2 weeks ago,1,
36609,Residential Plot,33000000,Paragon City,20.0,2 weeks ago,1,
36610,Residential Plot,12000000,Paragon City,10.0,2 weeks ago,1684,
36611,Residential Plot,11500000,Paragon City,10.0,2 weeks ago,1,
36612,Residential Plot,12000000,Paragon City,10.0,2 weeks ago,1,
36613,Residential Plot,6600000,Paragon City,5.0,2 weeks ago,48,
36614,Residential Plot,11000000,Paragon City,10.0,2 weeks ago,1685,
36615,Commercial Plot,39000000,Paragon City,4.0,2 weeks ago,30,
36616,Residential Plot,6900000,Paragon City,5.0,2 weeks ago,30,
36617,Residential Plot,11800000,Paragon City,10.0,2 weeks ago,1686,
36618,Residential Plot,12500000,Paragon City,5.0,2 weeks ago,1,
36619,Residential Plot,42500000,Paragon City,20.0,2 weeks ago,1,
36620,Residential Plot,25000000,Paragon City,10.0,2 weeks ago,15,
36621,Residential Plot,24500000,Paragon City,10.0,2 weeks ago,162,
36622,Residential Plot,12500000,Paragon City,5.0,2 weeks ago,1,
36623,Residential Plot,25500000,Paragon City,10.0,2 weeks ago,1,
36624,Residential Plot,6500000,Paragon City,5.0,3 weeks ago,1,
36625,Residential Plot,7500000,Paragon City,5.0,3 weeks ago,1,
36626,Residential Plot,6500000,Paragon City,5.0,3 weeks ago,1,
36627,Residential Plot,12500000,Paragon City,10.0,3 weeks ago,1,
36628,Residential Plot,12500000,Paragon City,10.0,3 weeks ago,1,
36629,Residential Plot,7000000,Paragon City,5.0,3 weeks ago,1,
36630,Residential Plot,19500000,Paragon City,10.0,3 weeks ago,1,
36631,Commercial Plot,18000000,Paragon City,6.0,3 weeks ago,1,
36632,Residential Plot,13500000,Paragon City,10.0,3 weeks ago,1,
36633,Residential Plot,6500000,Paragon City,5.0,3 weeks ago,1,
36634,Commercial Plot,22500000,Paragon City,8.0,3 weeks ago,1,
36635,Residential Plot,12500000,Paragon City,5.0,3 weeks ago,1,
36636,Residential Plot,11000000,Paragon City,10.0,3 weeks ago,1,
36637,Residential Plot,8500000,Paragon City,4.0,3 weeks ago,1,
36638,Residential Plot,12500000,Paragon City,5.0,3 weeks ago,1,
36639,Residential Plot,20000000,Paragon City,10.0,3 weeks ago,623,
36640,Residential Plot,19500000,Paragon City,10.0,3 weeks ago,623,
36641,Commercial Plot,16500000,Paragon City,4.0,3 weeks ago,623,
36642,Residential Plot,11000000,Paragon City,5.0,3 weeks ago,623,
36643,Commercial Plot,38000000,Paragon City,8.0,3 weeks ago,623,
36644,Commercial Plot,80000000,Paragon City,1.0,3 weeks ago,623,
36645,Residential Plot,10000000,Paragon City,10.0,3 weeks ago,623,
36646,Residential Plot,11000000,Paragon City,10.0,3 weeks ago,623,
36647,Residential Plot,6500000,Paragon City,5.0,3 weeks ago,623,
36648,Residential Plot,7500000,Paragon City,5.0,3 weeks ago,623,
36649,Residential Plot,16500000,Paragon City,10.0,3 weeks ago,623,
36650,Residential Plot,110000000,Paragon City,80.0,3 weeks ago,623,
36651,Residential Plot,8000000,Paragon City,4.0,3 weeks ago,623,
36652,Residential Plot,8500000,Paragon City,4.0,3 weeks ago,623,
36653,Commercial Plot,11000000,Paragon City,4.0,3 weeks ago,623,
36654,Residential Plot,17000000,Paragon City,20.0,3 weeks ago,623,
36655,Residential Plot,35000000,Paragon City,20.0,3 weeks ago,623,
36656,Commercial Plot,22500000,Paragon City,6.0,3 weeks ago,623,
36657,Residential Plot,65000000,Paragon City,40.0,3 weeks ago,623,
36658,Residential Plot,24500000,Paragon City,10.0,3 weeks ago,623,
36659,Residential Plot,11500000,Paragon City,10.0,3 weeks ago,1687,
36660,Residential Plot,6600000,Paragon City,5.0,3 weeks ago,1685,
36661,Commercial Plot,26500000,Paragon City,8.0,3 weeks ago,1,
36662,Residential Plot,19500000,Paragon City,10.0,3 weeks ago,1,
36663,Residential Plot,20000000,Paragon City,12.0,3 weeks ago,1,
36664,Residential Plot,9500000,Paragon City,5.0,4 weeks ago,1,
36665,Residential Plot,23500000,Paragon City,10.0,4 weeks ago,1,
36666,Residential Plot,8000000,Paragon City,4.0,4 weeks ago,356,
36667,Residential Plot,12500000,Paragon City,5.0,4 weeks ago,356,
36668,Residential Plot,11500000,Paragon City,10.0,4 weeks ago,356,
36669,Residential Plot,21000000,Paragon City,10.0,4 weeks ago,356,
36670,Residential Plot,19000000,Paragon City,10.0,4 weeks ago,356,
36671,Residential Plot,8000000,Paragon City,4.0,4 weeks ago,356,
36672,Residential Plot,8000000,Paragon City,4.0,4 weeks ago,356,
36673,Residential Plot,7500000,Paragon City,5.0,4 weeks ago,356,
36674,Commercial Plot,22500000,Paragon City,4.0,4 weeks ago,356,
36675,Residential Plot,12500000,Paragon City,5.0,4 weeks ago,356,
36676,Residential Plot,35000000,Paragon City,20.0,4 weeks ago,356,
36677,Residential Plot,11000000,Paragon City,5.0,4 weeks ago,356,
36678,Residential Plot,22000000,Paragon City,10.0,4 weeks ago,356,
36679,Residential Plot,11500000,Paragon City,10.0,4 weeks ago,1,
36680,Residential Plot,12000000,Paragon City,10.0,4 weeks ago,1,
36681,Residential Plot,7500000,Paragon City,5.0,4 weeks ago,1,
36682,Residential Plot,32500000,Paragon City,20.0,4 weeks ago,1,
36683,Residential Plot,37500000,Paragon City,20.0,4 weeks ago,1,
36684,Residential Plot,7500000,Paragon City,4.0,4 weeks ago,1,
36685,Residential Plot,7500000,Paragon City,4.0,4 weeks ago,1,
36686,Residential Plot,45000000,Paragon City,24.0,4 weeks ago,1,
36687,Residential Plot,18000000,Paragon City,10.0,4 weeks ago,1,
36688,Residential Plot,20500000,Paragon City,10.0,4 weeks ago,1,
36689,Residential Plot,6500000,Paragon City,5.0,4 weeks ago,1,
36690,Residential Plot,10500000,Paragon City,10.0,4 weeks ago,1,
36691,Residential Plot,9500000,Paragon City,4.0,4 weeks ago,1,
36692,Residential Plot,45000000,Paragon City,24.0,4 weeks ago,1,
36693,Residential Plot,18000000,Paragon City,10.0,4 weeks ago,1,
36694,Residential Plot,20500000,Paragon City,10.0,4 weeks ago,1,
36695,Residential Plot,8000000,Paragon City,5.0,4 weeks ago,1,
36696,Residential Plot,6500000,Paragon City,5.0,4 weeks ago,1,
36697,Residential Plot,13500000,Paragon City,6.0,4 weeks ago,1,
36698,Residential Plot,10500000,Paragon City,10.0,4 weeks ago,1,
36699,Residential Plot,7500000,Paragon City,5.0,4 weeks ago,1,
36700,Residential Plot,12000000,Paragon City,10.0,4 weeks ago,1,
36701,Residential Plot,7000000,Paragon City,5.0,4 weeks ago,1,
36702,Residential Plot,12500000,Paragon City,10.0,4 weeks ago,1,
36703,Residential Plot,11500000,Paragon City,10.0,4 weeks ago,1,
36704,Residential Plot,7500000,Paragon City,5.0,4 weeks ago,1,
36705,Residential Plot,8000000,Paragon City,5.0,4 weeks ago,1,
36706,Residential Plot,6800000,Paragon City,5.0,1 month ago,1685,
36707,Residential Plot,10000000,Paragon City,5.0,1 month ago,1688,
36708,Residential Plot,7800000,Paragon City,4.0,1 month ago,1,
36709,Residential Plot,25000000,Paragon City,10.0,1 month ago,1,
36710,Residential Plot,22000000,Paragon City,10.0,1 month ago,1,
36711,Residential Plot,32500000,Paragon City,20.0,4 months ago,2,
36712,Residential Plot,8000000,Paragon City,5.0,3 months ago,1,
36713,Residential Plot,17500000,Paragon City,20.0,3 months ago,1,
36714,Residential Plot,12500000,Paragon City,5.0,5 months ago,1,
36715,Residential Plot,12500000,Paragon City,5.0,5 months ago,1,
