,Type,Price,Location,Baths,Area,Purpose,Beds,Creation date,Amenities
248,Residential Plot,PKR2.5 Crore,"State Life Housing Society, Lahore, Punjab",-,18 Marla,For Sale,-,1 day ago,
249,Residential Plot,PKR75 Lakh,"State Life Housing Society, Lahore, Punjab",-,10 Marla,For Sale,-,1 day ago,
250,Residential Plot,PKR64 Lakh,"State Life Housing Society, Lahore, Punjab",-,10 Marla,For Sale,-,1 day ago,
251,Residential Plot,PKR2.65 Crore,"State Life Housing Society, Lahore, Punjab",-,1 Kanal,For Sale,-,1 day ago,
252,Residential Plot,PKR2.8 Crore,"State Life Housing Society, Lahore, Punjab",-,1 Kanal,For Sale,-,1 day ago,
253,Residential Plot,PKR65 Lakh,"State Life Housing Society, Lahore, Punjab",-,10 Marla,For Sale,-,1 day ago,
254,Residential Plot,PKR70 Lakh,"State Life Housing Society, Lahore, Punjab",-,10 Marla,For Sale,-,1 day ago,
255,Residential Plot,PKR2.4 Crore,"State Life Housing Society, Lahore, Punjab",-,19 Marla,For Sale,-,1 day ago,
256,Residential Plot,PKR2.1 Crore,"State Life Housing Society, Lahore, Punjab",-,17 Marla,For Sale,-,1 day ago,
257,Residential Plot,PKR1.65 Crore,"State Life Housing Society, Lahore, Punjab",-,10 Marla,For Sale,-,1 day ago,
258,Residential Plot,PKR2.7 Crore,"State Life Housing Society, Lahore, Punjab",-,1 Kanal,For Sale,-,1 day ago,
259,Residential Plot,PKR2.5 Crore,"State Life Housing Society, Lahore, Punjab",-,18 Marla,For Sale,-,1 day ago,
260,Residential Plot,PKR1.85 Crore,"State Life Housing Society, Lahore, Punjab",-,10 Marla,For Sale,-,1 day ago,
261,Residential Plot,PKR1.9 Crore,"State Life Housing Society, Lahore, Punjab",-,10 Marla,For Sale,-,1 day ago,
262,Residential Plot,PKR1.65 Crore,"State Life Housing Society, Lahore, Punjab",-,10 Marla,For Sale,-,1 day ago,
263,Residential Plot,PKR1.85 Crore,"State Life Housing Society, Lahore, Punjab",-,10 Marla,For Sale,-,1 day ago,
264,Residential Plot,PKR2.1 Crore,"State Life Housing Society, Lahore, Punjab",-,10 Marla,For Sale,-,1 day ago,
265,Residential Plot,PKR2.15 Crore,"State Life Housing Society, Lahore, Punjab",-,10 Marla,For Sale,-,1 day ago,
266,Residential Plot,PKR3.25 Crore,"State Life Housing Society, Lahore, Punjab",-,1 Kanal,For Sale,-,1 day ago,
