,Type,Price,Location,Baths,Area,Purpose,Beds,Creation date,Amenities,advance,Monthly installment,Remaining installments
18,Residential Plot,PKR24 Lakh,"Jati Umra Road, Lahore, Punjab",-,3 Marla,For Sale,-,4 days ago,,,,
19,Residential Plot,PKR24 Lakh,"Jati Umra Road, Lahore, Punjab",-,3 Marla,For Sale,-,4 days ago,,,,
20,Residential Plot,PKR45 Lakh,"Jati Umra Road, Lahore, Punjab",-,5 Marla,For Sale,-,4 days ago,,,,
21,Residential Plot,PKR63 Lakh,"Jati Umra Road, Lahore, Punjab",-,7 Marla,For Sale,-,4 days ago,,,,
22,Residential Plot,PKR90 Lakh,"Jati Umra Road, Lahore, Punjab",-,10 Marla,For Sale,-,4 days ago,,,,
23,Commercial Plot,PKR1.5 Crore,"Jati Umra Road, Lahore, Punjab",-,5 Marla,For Sale,-,4 days ago,,,,
24,Commercial Plot,PKR1.5 Crore,"Jati Umra Road, Lahore, Punjab",-,5 Marla,For Sale,-,4 days ago,,,,
25,Residential Plot,PKR24 Lakh,"Jati Umra Road, Lahore, Punjab",-,3 Marla,For Sale,-,4 days ago,,,,
26,Residential Plot,PKR45 Lakh,"Jati Umra Road, Lahore, Punjab",-,5 Marla,For Sale,-,4 days ago,,,,
27,Residential Plot,PKR63 Lakh,"Jati Umra Road, Lahore, Punjab",-,7 Marla,For Sale,-,4 days ago,,,,
28,Residential Plot,PKR90 Lakh,"Jati Umra Road, Lahore, Punjab",-,10 Marla,For Sale,-,4 days ago,,,,
29,Residential Plot,PKR90 Lakh,"Jati Umra Road, Lahore, Punjab",-,10 Marla,For Sale,-,4 days ago,,,,
30,Commercial Plot,PKR1.5 Crore,"Jati Umra Road, Lahore, Punjab",-,5 Marla,For Sale,-,4 days ago,,,,
31,Residential Plot,PKR24 Lakh,"Jati Umra Road, Lahore, Punjab",-,3 Marla,For Sale,-,4 days ago,,,,
32,Residential Plot,PKR45 Lakh,"Jati Umra Road, Lahore, Punjab",-,5 Marla,For Sale,-,4 days ago,,,,
33,Residential Plot,PKR63 Lakh,"Jati Umra Road, Lahore, Punjab",-,7 Marla,For Sale,-,4 days ago,,,,
34,Residential Plot,PKR24 Lakh,"Jati Umra Road, Lahore, Punjab",-,3 Marla,For Sale,-,4 days ago,,,,
35,Residential Plot,PKR45 Lakh,"Jati Umra Road, Lahore, Punjab",-,5 Marla,For Sale,-,4 days ago,,,,
36,Residential Plot,PKR63 Lakh,"Jati Umra Road, Lahore, Punjab",-,7 Marla,For Sale,-,4 days ago,,,,
