,Type,Price,Location,Baths,Area,Purpose,Beds,Creation date,Amenities
87,Commercial Plot,PKR4 Crore,"Wapda Town, Lahore, Punjab",-,1 Kanal,For Sale,-,3 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall"
88,Residential Plot,PKR2.7 Crore,"Wapda Town, Lahore, Punjab",-,1 Kanal,For Sale,-,3 days ago,"Possesion,Corner,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall"
89,Residential Plot,PKR2.5 Crore,"Wapda Town, Lahore, Punjab",-,10 Marla,For Sale,-,3 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall"
90,Residential Plot,PKR2.25 Crore,"Wapda Town, Lahore, Punjab",-,10 Marla,For Sale,-,3 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall"
91,Residential Plot,PKR3.5 Crore,"Wapda Town, Lahore, Punjab",-,1 Kanal,For Sale,-,3 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall"
92,Residential Plot,PKR4.25 Crore,"Wapda Town, Lahore, Punjab",-,1 Kanal,For Sale,-,3 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall"
93,Commercial Plot,PKR5 Crore,"Wapda Town, Lahore, Punjab",-,1 Kanal,For Sale,-,3 days ago,"Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall"
94,Residential Plot,PKR6.35 Crore,"Wapda Town, Lahore, Punjab",-,2 Kanal,For Sale,-,3 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall"
95,Residential Plot,PKR3.35 Crore,"Wapda Town, Lahore, Punjab",-,1 Kanal,For Sale,-,3 days ago,"Possesion,Corner,Park Facing,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall"
96,Residential Plot,PKR3.35 Crore,"Wapda Town, Lahore, Punjab",-,1 Kanal,For Sale,-,3 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall"
97,Commercial Plot,PKR9.25 Crore,"Wapda Town, Lahore, Punjab",-,1 Kanal,For Sale,-,3 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall"
98,Residential Plot,PKR2.9 Crore,"Wapda Town, Lahore, Punjab",-,1 Kanal,For Sale,-,3 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall"
99,Residential Plot,PKR2.7 Crore,"Wapda Town, Lahore, Punjab",-,1 Kanal,For Sale,-,3 days ago,
