,Type,Price,Location,Baths,Area,Purpose,Beds,Creation date,Amenities,advance,Monthly installment,Remaining installments
52,Residential Plot,PKR65 Lakh,"Bedian Road, Lahore, Punjab",-,1 Kanal,For Sale,-,2 weeks ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Other Facilities",,,
53,Residential Plot,PKR1.3 Crore,"Bedian Road, Lahore, Punjab",-,2 Kanal,For Sale,-,1 day ago,"Parking Spaces,Double Glazed Windows,Central Air Conditioning,Central Heating,Waste Disposal,Floors,Other Main Features,Furnished,Bedrooms,Bathrooms,Servant Quarters,Drawing Room,Dining Room,Kitchens,Study Room,Prayer Room,Powder Room,Gym,Store Rooms,Steam Room,Lounge or Sitting Room,Laundry Room,Other Rooms,Broadband Internet Access,Satellite or Cable TV Ready,Intercom,Other Business and Communication Facilities,Community Lawn or Garden,Community Swimming Pool,Community Gym,First Aid or Medical Centre,Day Care Centre,Kids Play Area,Barbeque Area,Mosque,Other Community Facilities,Lawn or Garden,Swimming Pool,Sauna,Jacuzzi,Other Healthcare and Recreation Facilities,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Maintenance Staff,Security Staff,Facilities for Disabled,Other Facilities",,,
54,Residential Plot,PKR2.6 Crore,"Bedian Road, Lahore, Punjab",-,4 Kanal,For Sale,-,2 weeks ago,"Possesion,Corner,Park Facing,Disputed,File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Security Staff,Other Facilities",,,
55,Residential Plot,PKR1.3 Crore,"Bedian Road, Lahore, Punjab",1,2 Kanal,For Sale,1,3 weeks ago,"Kitchens,Other Business and Communication Facilities,Other Community Facilities,Other Healthcare and Recreation Facilities,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Other Facilities",,,
56,Residential Plot,PKR80 Lakh,"Bedian Road, Lahore, Punjab",-,2 Kanal,For Sale,-,3 weeks ago,"Possesion,Sewerage,Electricity,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places",,,
57,Agricultural Land,PKR64 Lakh,"Bedian Road, Lahore, Punjab",-,2 Kanal,For Sale,-,1 day ago,"Possesion,Tube Wells,Nearby Water Resources,Other Land Features,Nearby Schools,Nearby Hospitals,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places",,,
58,Agricultural Land,PKR41.5 Lakh,"Bedian Road, Lahore, Punjab",-,2.8 Kanal,For Sale,-,1 day ago,"Possesion,Irrigation,Tube Wells,Nearby Water Resources,Other Land Features,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Other Nearby Places,Security Staff",,,
59,Residential Plot,PKR40 Lakh,"Bedian Road, Lahore, Punjab",-,1 Kanal,For Sale,-,21 hours ago,"Possesion,Balloted,Electricity,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Security Staff,Other Facilities",,,
60,Residential Plot,PKR65 Lakh,"Bedian Road, Lahore, Punjab",1,1 Kanal,For Sale,1,3 days ago,"Double Glazed Windows,Central Air Conditioning,Central Heating,Waste Disposal,Furnished,Bedrooms,Bathrooms,Servant Quarters,Kitchens,Store Rooms,Other Rooms,Other Business and Communication Facilities,Other Community Facilities,Other Healthcare and Recreation Facilities,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Maintenance Staff,Security Staff,Facilities for Disabled,Other Facilities",,,
61,Agricultural Land,PKR85 Lakh,"Bedian Road, Lahore, Punjab",-,5 Kanal,For Sale,-,3 days ago,"Possesion,Sui Gas,Land Fertility,Boundary Lines,Nearby Water Resources,Other Land Features,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Other Facilities",,,
62,Residential Plot,PKR1.95 Crore,"Bedian Road, Lahore, Punjab",-,16 Kanal,For Sale,-,3 days ago,,,,
63,Agricultural Land,PKR1.28 Crore,"Bedian Road, Lahore, Punjab",-,8 Kanal,For Sale,-,10 hours ago,"Possesion,Irrigation,Tube Wells,Nearby Water Resources,Other Land Features,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Other Facilities",,,
64,Residential Plot,PKR32 Lakh,"Bedian Road, Lahore, Punjab",-,1 Kanal,For Sale,-,3 days ago,"Possesion,File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Security Staff",,,
65,Residential Plot,PKR6 Crore,"Bedian Road, Lahore, Punjab",-,4 Kanal,For Sale,-,3 days ago,"Possesion,Corner,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Security Staff",,,
66,Residential Plot,PKR1.4 Crore,"Bedian Road, Lahore, Punjab",-,4 Kanal,For Sale,-,3 days ago,"Possesion,Corner,Park Facing,Balloted,Sewerage,Electricity,Water Supply,Boundary Wall,Security Staff",,,
67,Residential Plot,PKR90 Lakh,"Bedian Road, Lahore, Punjab",-,2 Kanal,For Sale,-,3 days ago,"Possesion,Corner,Park Facing,Balloted,Sewerage,Electricity,Water Supply,Boundary Wall,Security Staff",,,
68,Commercial Plot,PKR70 Lakh,"Bedian Road, Lahore, Punjab",-,2 Marla,For Sale,-,3 days ago,,,,
69,Residential Plot,PKR40 Lakh,"Bedian Road, Lahore, Punjab",-,1 Kanal,For Sale,-,2 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Security Staff",,,
70,Commercial Plot,PKR3.52 Crore,"Bedian Road, Lahore, Punjab",-,16 Marla,For Sale,-,2 days ago,,,,
71,Agricultural Land,PKR85 Lakh,"Bedian Road, Lahore, Punjab",-,4 Kanal,For Sale,-,2 days ago,"Possesion,Electricity,Tube Wells",,,
72,Commercial Plot,PKR25 Lakh,"Bedian Road, Lahore, Punjab",-,1 Marla,For Sale,-,2 days ago,"Possesion,Sewerage,Electricity,Sui Gas",,,
73,Agricultural Land,PKR49.92 Crore,"Bedian Road, Lahore, Punjab",-,96 Kanal,For Sale,-,2 days ago,"Possesion,Electricity,Sui Gas,Irrigation,Tube Wells,Accessible by Road,Perimeter Fencing,Land Fertility,Boundary Lines,Nearby Water Resources,Other Land Features",,,
74,Agricultural Land,PKR22.75 Crore,"Bedian Road, Lahore, Punjab",-,52 Kanal,For Sale,-,2 days ago,"Possesion,Electricity,Sui Gas,Irrigation,Tube Wells,Accessible by Road,Perimeter Fencing,Land Fertility,Boundary Lines,Nearby Water Resources,Other Land Features",,,
75,Residential Plot,PKR16 Crore,"Bedian Road, Lahore, Punjab",-,40 Kanal,For Sale,-,2 days ago,"Possesion,Corner,Park Facing,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Security Staff,Other Facilities",,,
76,Residential Plot,PKR16 Crore,"Bedian Road, Lahore, Punjab",-,40 Kanal,For Sale,-,2 days ago,,,,
77,Residential Plot,PKR18 Lakh,"Bedian Road, Lahore, Punjab",-,3 Marla,For Sale,-,3 weeks ago,"Possesion,Corner,Park Facing,Disputed,File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Security Staff,Other Facilities",,,
78,Agricultural Land,PKR1.6 Crore,"Bedian Road, Lahore, Punjab",-,4 Kanal,For Sale,-,3 weeks ago,"Possesion,Tube Wells,Accessible by Road,Land Fertility,Boundary Lines,Nearby Water Resources,Other Land Features,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Security Staff,Other Facilities",,,
79,Agricultural Land,PKR42 Lakh,"Bedian Road, Lahore, Punjab",-,2.8 Kanal,For Sale,-,10 hours ago,"Possesion,Tube Wells,Accessible by Road,Boundary Lines,Nearby Water Resources,Other Land Features,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Security Staff",,,
80,Residential Plot,PKR45 Lakh,"Bedian Road, Lahore, Punjab",-,1 Kanal,For Sale,-,4 days ago,"Possesion,Corner,Park Facing,Disputed,File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Security Staff,Other Facilities",,,
81,Agricultural Land,PKR90 Lakh,"Bedian Road, Lahore, Punjab",-,16 Kanal,For Sale,-,4 days ago,"Possesion,Electricity,Irrigation,Tube Wells,Accessible by Road,Land Fertility,Boundary Lines,Nearby Water Resources,Other Land Features,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Other Facilities",,,
