,Type,Price,Location,Baths,Area,Purpose,Beds,Creation date,Amenities,advance,Monthly installment,Remaining installments
101,Residential Plot,PKR2.9 Crore,"OPF Housing Scheme, Lahore, Punjab",-,1.5 Kanal,For Sale,-,4 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Nearby Public Transport Service,Security Staff",,,
102,Residential Plot,PKR2.9 Crore,"OPF Housing Scheme, Lahore, Punjab",-,1.5 Kanal,For Sale,-,4 days ago,"Possesion,File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Nearby Public Transport Service,Security Staff",,,
103,Residential Plot,PKR2.45 Crore,"OPF Housing Scheme, Lahore, Punjab",-,1 Kanal,For Sale,-,4 days ago,"Possesion,File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Nearby Public Transport Service,Security Staff",,,
104,Residential Plot,PKR2.5 Crore,"OPF Housing Scheme, Lahore, Punjab",-,1 Kanal,For Sale,-,4 days ago,"Possesion,File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Nearby Public Transport Service,Security Staff",,,
105,Residential Plot,PKR1.8 Crore,"OPF Housing Scheme, Lahore, Punjab",-,10 Marla,For Sale,-,4 days ago,"Possesion,File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Nearby Public Transport Service,Security Staff",,,
106,Residential Plot,PKR1.9 Crore,"OPF Housing Scheme, Lahore, Punjab",-,10 Marla,For Sale,-,4 days ago,"Possesion,File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Nearby Public Transport Service,Security Staff",,,
107,Residential Plot,PKR1.9 Crore,"OPF Housing Scheme, Lahore, Punjab",-,1 Kanal,For Sale,-,4 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Nearby Public Transport Service,Security Staff",,,
108,Residential Plot,PKR1.9 Crore,"OPF Housing Scheme, Lahore, Punjab",-,1 Kanal,For Sale,-,4 days ago,"Possesion,Disputed,File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Nearby Public Transport Service,Security Staff",,,
109,Residential Plot,PKR1.4 Crore,"OPF Housing Scheme, Lahore, Punjab",-,10 Marla,For Sale,-,4 days ago,"Possesion,File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Nearby Public Transport Service,Security Staff",,,
110,Residential Plot,PKR1.55 Crore,"OPF Housing Scheme, Lahore, Punjab",-,10 Marla,For Sale,-,4 days ago,"Possesion,File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Nearby Public Transport Service,Security Staff",,,
111,Residential Plot,PKR2.35 Crore,"OPF Housing Scheme, Lahore, Punjab",-,1 Kanal,For Sale,-,4 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall",,,
112,Residential Plot,PKR1.85 Crore,"OPF Housing Scheme, Lahore, Punjab",-,10 Marla,For Sale,-,5 days ago,"Possesion,Disputed,File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Nearby Public Transport Service,Other Nearby Places,Security Staff",,,
113,Residential Plot,PKR1.4 Crore,"OPF Housing Scheme, Lahore, Punjab",-,10 Marla,For Sale,-,6 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Nearby Public Transport Service,Security Staff",,,
114,Residential Plot,PKR2.25 Crore,"OPF Housing Scheme, Lahore, Punjab",-,1 Kanal,For Sale,-,6 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Nearby Public Transport Service,Security Staff",,,
115,Residential Plot,PKR1.75 Crore,"OPF Housing Scheme, Lahore, Punjab",-,10 Marla,For Sale,-,6 days ago,,,,
116,Residential Plot,PKR2.45 Crore,"OPF Housing Scheme, Lahore, Punjab",-,1 Kanal,For Sale,-,6 days ago,"Possesion,File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Nearby Public Transport Service,Security Staff",,,
