,Type,Price,Location,Baths,Area,Purpose,Beds,Creation date,Amenities,advance,Monthly installment,Remaining installments
115,Residential Plot,PKR50 Lakh,"Ferozepur Road, Lahore, Punjab",-,5 Marla,For Sale,-,3 weeks ago,"Possesion,Park Facing,Sewerage,Electricity,Water Supply,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Security Staff,Other Facilities",,,
116,Residential Plot,PKR36 Lakh,"Ferozepur Road, Lahore, Punjab",-,3 Marla,For Sale,-,3 weeks ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Security Staff,Other Facilities",,,
117,Residential Plot,PKR56 Lakh,"Ferozepur Road, Lahore, Punjab",-,5 Marla,For Sale,-,3 weeks ago,"Possesion,Sewerage,Electricity,Water Supply,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Security Staff,Other Facilities",,,
118,Residential Plot,PKR29.75 Lakh,"Ferozepur Road, Lahore, Punjab",-,3 Marla,For Sale,-,3 weeks ago,"Possesion,Corner,Park Facing,Disputed,File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Security Staff",PKR8 Lakh,PKR25 Thousand,55 Months
119,Residential Plot,PKR8.7 Lakh,"Ferozepur Road, Lahore, Punjab",-,3 Marla,For Sale,-,3 weeks ago,"Sewerage,Electricity,Water Supply",,,
120,Residential Plot,PKR40 Lakh,"Ferozepur Road, Lahore, Punjab",-,5 Marla,For Sale,-,3 weeks ago,"Possesion,File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service",,,
121,Residential Plot,PKR14.25 Lakh,"Ferozepur Road, Lahore, Punjab",-,3 Marla,For Sale,-,5 days ago,"Possesion,Sewerage,Electricity,Water Supply",,,
122,Residential Plot,PKR14.25 Lakh,"Ferozepur Road, Lahore, Punjab",-,3 Marla,For Sale,-,5 days ago,"Possesion,Sewerage,Electricity,Water Supply",,,
123,,,,,,,,,,,,
124,,,,,,,,,,,,
125,,,,,,,,,,,,
126,,,,,,,,,,,,
127,,,,,,,,,,,,
128,,,,,,,,,,,,
129,,,,,,,,,,,,
130,,,,,,,,,,,,
131,,,,,,,,,,,,
132,,,,,,,,,,,,
133,,,,,,,,,,,,
134,,,,,,,,,,,,
135,Residential Plot,PKR53.5 Lakh,"Ferozepur Road, Lahore, Punjab",-,5 Marla,For Sale,-,5 days ago,"Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Security Staff",,,
136,Residential Plot,PKR52 Lakh,"Ferozepur Road, Lahore, Punjab",-,5 Marla,For Sale,-,5 days ago,"Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Security Staff",,,
137,Residential Plot,PKR57.5 Lakh,"Ferozepur Road, Lahore, Punjab",-,5 Marla,For Sale,-,5 days ago,"Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Security Staff",,,
138,Residential Plot,PKR42.5 Lakh,"Ferozepur Road, Lahore, Punjab",-,5 Marla,For Sale,-,5 days ago,"Sewerage,Electricity,Water Supply,Sui Gas,Security Staff",,,
