,Type,Price,Location,Baths,Area,Purpose,Beds,Creation date,Amenities,advance,Monthly installment,Remaining installments
88,Residential Plot,PKR3 Crore,"Eden, Lahore, Punjab",-,1 Kanal,For Sale,-,4 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Security Staff",,,
89,Residential Plot,PKR2.8 Crore,"Eden, Lahore, Punjab",-,1 Kanal,For Sale,-,4 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Security Staff",,,
90,Residential Plot,PKR2.85 Crore,"Eden, Lahore, Punjab",-,1 Kanal,For Sale,-,4 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Security Staff",,,
91,Residential Plot,PKR2.92 Crore,"Eden, Lahore, Punjab",-,10 Marla,For Sale,-,4 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Security Staff",,,
92,Residential Plot,PKR2 Crore,"Eden, Lahore, Punjab",-,11 Marla,For Sale,-,4 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Security Staff",,,
93,Residential Plot,PKR2.75 Crore,"Eden, Lahore, Punjab",-,1 Kanal,For Sale,-,5 days ago,,,,
94,Commercial Plot,PKR3.8 Crore,"Eden, Lahore, Punjab",-,8 Marla,For Sale,-,5 days ago,,,,
95,Residential Plot,PKR6 Crore,"Eden, Lahore, Punjab",-,2 Kanal,For Sale,-,5 days ago,,,,
96,Residential Plot,PKR2.75 Crore,"Eden, Lahore, Punjab",-,16 Marla,For Sale,-,5 days ago,,,,
97,Residential Plot,PKR2.75 Crore,"Eden, Lahore, Punjab",-,1 Kanal,For Sale,-,5 days ago,,,,
98,Residential Plot,PKR2.75 Crore,"Eden, Lahore, Punjab",-,1 Kanal,For Sale,-,5 days ago,,,,
99,Residential Plot,PKR3 Crore,"Eden, Lahore, Punjab",-,1 Kanal,For Sale,-,5 days ago,,,,
100,Residential Plot,PKR2.95 Crore,"Eden, Lahore, Punjab",-,1 Kanal,For Sale,-,5 days ago,"Sewerage,Electricity,Water Supply,Boundary Wall",,,
101,Residential Plot,PKR15.25 Crore,"Eden, Lahore, Punjab",-,4 Kanal,For Sale,-,5 days ago,"Balloted,Sewerage,Electricity,Water Supply,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Security Staff,Other Facilities",,,
102,Residential Plot,PKR2.75 Crore,"Eden, Lahore, Punjab",-,1 Kanal,For Sale,-,5 days ago,,,,
103,Residential Plot,PKR3 Crore,"Eden, Lahore, Punjab",-,1 Kanal,For Sale,-,5 days ago,,,,
104,Residential Plot,PKR3.05 Crore,"Eden, Lahore, Punjab",-,1 Kanal,For Sale,-,5 days ago,,,,
105,Residential Plot,PKR3 Crore,"Eden, Lahore, Punjab",-,1 Kanal,For Sale,-,5 days ago,,,,
106,Residential Plot,PKR12.25 Crore,"Eden, Lahore, Punjab",-,4 Kanal,For Sale,-,8 hours ago,,,,
107,Residential Plot,PKR34 Lakh,"Eden, Lahore, Punjab",-,5 Marla,For Sale,-,6 days ago,"Possesion,Park Facing,Balloted,Sewerage,Electricity,Water Supply,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Security Staff",,,
108,Residential Plot,PKR70 Lakh,"Eden, Lahore, Punjab",-,5 Marla,For Sale,-,6 days ago,,,,
109,Residential Plot,PKR1.05 Crore,"Eden, Lahore, Punjab",-,10 Marla,For Sale,-,6 days ago,,,,
110,Residential Plot,PKR1 Crore,"Eden, Lahore, Punjab",-,10 Marla,For Sale,-,6 days ago,,,,
111,Residential Plot,PKR95 Lakh,"Eden, Lahore, Punjab",-,10 Marla,For Sale,-,6 days ago,,,,
112,Residential Plot,PKR45 Lakh,"Eden, Lahore, Punjab",-,5 Marla,For Sale,-,6 days ago,,,,
113,Residential Plot,PKR50 Lakh,"Eden, Lahore, Punjab",-,5 Marla,For Sale,-,6 days ago,,,,
114,Residential Plot,PKR65 Lakh,"Eden, Lahore, Punjab",-,5 Marla,For Sale,-,6 days ago,,,,
115,Residential Plot,PKR60 Lakh,"Eden, Lahore, Punjab",-,5 Marla,For Sale,-,6 days ago,,,,
116,Residential Plot,PKR55 Lakh,"Eden, Lahore, Punjab",-,5 Marla,For Sale,-,6 days ago,,,,
117,Residential Plot,PKR55 Lakh,"Eden, Lahore, Punjab",-,4 Marla,For Sale,-,6 days ago,,,,
118,Residential Plot,PKR45 Lakh,"Eden, Lahore, Punjab",-,4 Marla,For Sale,-,6 days ago,,,,
