,Type,Price,Location,Baths,Area,Purpose,Beds,Creation date,Amenities
86,Residential Plot,PKR1.15 Crore,"Paragon City, Lahore, Punjab",-,10 Marla,For Sale,-,3 days ago,
87,Residential Plot,PKR1.7 Crore,"Paragon City, Lahore, Punjab",-,10 Marla,For Sale,-,3 days ago,
88,Residential Plot,PKR1.55 Crore,"Paragon City, Lahore, Punjab",-,10 Marla,For Sale,-,3 days ago,
89,Residential Plot,PKR80 Lakh,"Paragon City, Lahore, Punjab",-,4 Marla,For Sale,-,3 days ago,
90,Commercial Plot,PKR2.5 Crore,"Paragon City, Lahore, Punjab",-,4 Marla,For Sale,-,8 hours ago,
91,Commercial Plot,PKR3 Crore,"Paragon City, Lahore, Punjab",-,8 Marla,For Sale,-,8 hours ago,
92,Residential Plot,PKR80 Lakh,"Paragon City, Lahore, Punjab",-,4 Marla,For Sale,-,3 days ago,"Possesion,Park Facing,Disputed,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Security Staff"
93,Residential Plot,PKR65 Lakh,"Paragon City, Lahore, Punjab",-,5 Marla,For Sale,-,3 days ago,"Possesion,Sewerage,Electricity,Water Supply,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Nearby Public Transport Service,Other Nearby Places,Other Facilities"
94,Residential Plot,PKR2.4 Crore,"Paragon City, Lahore, Punjab",-,10 Marla,For Sale,-,3 days ago,
95,Residential Plot,PKR1.8 Crore,"Paragon City, Lahore, Punjab",-,11.5 Marla,For Sale,-,3 days ago,"Possesion,Corner,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Security Staff,Other Facilities"
96,Residential Plot,PKR2.3 Crore,"Paragon City, Lahore, Punjab",-,10 Marla,For Sale,-,3 days ago,"Possesion,File,Sewerage,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Security Staff,Other Facilities"
