,Type,Price,Location,Baths,Area,Purpose,Beds,Creation date,Amenities
11,Residential Plot,PKR20.5 Crore,"Model Town, Lahore, Punjab",-,2.5 Kanal,For Sale,-,1 day ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Nearby Public Transport Service,Security Staff"
12,Residential Plot,PKR15 Crore,"Model Town, Lahore, Punjab",-,2.9 Kanal,For Sale,-,1 day ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Nearby Public Transport Service,Security Staff"
13,Residential Plot,PKR15.5 Crore,"Model Town, Lahore, Punjab",-,2 Kanal,For Sale,-,1 day ago,"Possesion,File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Security Staff,Other Facilities"
14,Residential Plot,PKR12 Crore,"Model Town, Lahore, Punjab",-,2 Kanal,For Sale,-,1 day ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Nearby Public Transport Service,Security Staff"
15,Residential Plot,PKR64 Crore,"Model Town, Lahore, Punjab",-,8 Kanal,For Sale,-,2 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Nearby Public Transport Service"
16,Residential Plot,PKR7.5 Crore,"Model Town, Lahore, Punjab",-,1 Kanal,For Sale,-,4 days ago,"Possesion,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Security Staff,Other Facilities"
17,Residential Plot,PKR13 Crore,"Model Town, Lahore, Punjab",-,1.9 Kanal,For Sale,-,4 days ago,
18,Residential Plot,PKR15.5 Crore,"Model Town, Lahore, Punjab",-,2 Kanal,For Sale,-,4 days ago,"Possesion,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Security Staff,Other Facilities"
19,Residential Plot,PKR12.5 Crore,"Model Town, Lahore, Punjab",-,2 Kanal,For Sale,-,4 days ago,
20,Residential Plot,PKR15 Crore,"Model Town, Lahore, Punjab",-,2 Kanal,For Sale,-,4 days ago,
21,Residential Plot,PKR11 Crore,"Model Town, Lahore, Punjab",-,2 Kanal,For Sale,-,4 days ago,
22,Residential Plot,PKR4.3 Crore,"Model Town, Lahore, Punjab",-,1 Kanal,For Sale,-,5 days ago,
23,Residential Plot,PKR42 Crore,"Model Town, Lahore, Punjab",-,6 Kanal,For Sale,-,5 days ago,
24,Residential Plot,PKR55 Crore,"Model Town, Lahore, Punjab",-,6 Kanal,For Sale,-,5 days ago,
25,Residential Plot,PKR42 Crore,"Model Town, Lahore, Punjab",-,6 Kanal,For Sale,-,5 days ago,
26,Residential Plot,PKR26 Crore,"Model Town, Lahore, Punjab",-,4 Kanal,For Sale,-,5 days ago,
27,Residential Plot,PKR40 Crore,"Model Town, Lahore, Punjab",-,4 Kanal,For Sale,-,5 days ago,
28,Residential Plot,PKR14 Crore,"Model Town, Lahore, Punjab",-,2 Kanal,For Sale,-,5 days ago,
29,Residential Plot,PKR12 Crore,"Model Town, Lahore, Punjab",-,2 Kanal,For Sale,-,5 days ago,
30,Residential Plot,PKR55 Crore,"Model Town, Lahore, Punjab",-,6 Kanal,For Sale,-,5 days ago,
31,Residential Plot,PKR26 Crore,"Model Town, Lahore, Punjab",1,4 Kanal,For Sale,1,1 week ago,
32,Commercial Plot,PKR15 Crore,"Model Town, Lahore, Punjab",-,1 Kanal,For Sale,-,2 weeks ago,
