,Type,Price,advance,Monthly installment,Remaining installments,Location,Baths,Area,Purpose,Beds,Creation date,Amenities
384,Commercial Plot,PKR70.7 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,4 Marla,For Sale,-,2 weeks ago,
385,Residential Plot,PKR25 Lakh,PKR3.4 Lakh,PKR22 Thousand,60 Months,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,
386,Residential Plot,PKR17.85 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3.5 Marla,For Sale,-,2 weeks ago,
387,Residential Plot,PKR60 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,8 Marla,For Sale,-,2 weeks ago,
388,Residential Plot,PKR25 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,
389,Residential Plot,PKR42.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,"Possesion,File,Balloted,Sewerage,Electricity,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service"
390,Residential Plot,PKR42.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,"Possesion,File,Balloted,Sewerage,Electricity,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service"
391,Residential Plot,PKR42.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,"Possesion,File,Balloted,Sewerage,Electricity,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service"
392,Residential Plot,PKR42.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,"Possesion,File,Balloted,Sewerage,Electricity,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service"
393,Residential Plot,PKR42.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,"Possesion,File,Balloted,Sewerage,Electricity,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service"
394,Residential Plot,PKR42.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,"Possesion,File,Balloted,Sewerage,Electricity,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service"
395,Plot File,PKR2.75 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3.5 Marla,For Sale,-,1 day ago,
396,Residential Plot,PKR20 Lakh,PKR3 Lakh,PKR17 Thousand,60 Months,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,1 day ago,
397,Plot File,PKR10.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,1 Kanal,For Sale,-,2 weeks ago,
398,Plot File,PKR8 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,14 Marla,For Sale,-,2 weeks ago,
399,Residential Plot,PKR55 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,8 Marla,For Sale,-,2 weeks ago,
400,Residential Plot,PKR65 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,10 Marla,For Sale,-,2 weeks ago,
401,Residential Plot,PKR33 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,
402,Plot File,PKR8 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,14 Marla,For Sale,-,2 weeks ago,
403,Residential Plot,PKR52.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,14 Marla,For Sale,-,2 weeks ago,
404,Residential Plot,PKR39 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,
405,,,,,,,,,,,,
406,Residential Plot,PKR38 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,"Possesion,File,Balloted,Sewerage,Electricity,Water Supply,Boundary Wall"
407,Residential Plot,PKR47 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,6 Marla,For Sale,-,2 weeks ago,
408,Residential Plot,PKR42 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,
409,Residential Plot,PKR60 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,"Possesion,Corner,Park Facing,File,Balloted,Sewerage,Electricity,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service"
410,Residential Plot,PKR60 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,"Possesion,Corner,Park Facing,File,Balloted,Sewerage,Electricity,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service"
411,Residential Plot,PKR60 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,"Possesion,Corner,Park Facing,File,Balloted,Sewerage,Electricity,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service"
412,Residential Plot,PKR40 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,
413,Residential Plot,PKR96 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,8 Marla,For Sale,-,2 weeks ago,
414,Residential Plot,PKR80 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,10 Marla,For Sale,-,2 weeks ago,
415,Residential Plot,PKR42 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,
416,Residential Plot,PKR92 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,8 Marla,For Sale,-,2 weeks ago,
417,Residential Plot,PKR43 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,
418,Residential Plot,PKR1.1 Crore,,,,"Al Rehman Garden, Lahore, Punjab",-,10 Marla,For Sale,-,2 weeks ago,
419,Residential Plot,PKR40 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,
420,Residential Plot,PKR40 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,
421,Residential Plot,PKR42.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,
422,Residential Plot,PKR40 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,
423,Residential Plot,PKR37.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,
424,,,,,,,,,,,,
425,Residential Plot,PKR39 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,
426,Residential Plot,PKR37 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,
427,Residential Plot,PKR55 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,
428,Residential Plot,PKR60 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,
429,Residential Plot,PKR65 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,
430,Residential Plot,PKR42 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,4 Marla,For Sale,-,2 weeks ago,
431,Residential Plot,PKR90 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,10 Marla,For Sale,-,2 weeks ago,
432,Residential Plot,PKR46 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,4 Marla,For Sale,-,2 weeks ago,
433,Residential Plot,PKR1.8 Crore,,,,"Al Rehman Garden, Lahore, Punjab",-,1 Kanal,For Sale,-,2 weeks ago,
434,Residential Plot,PKR57.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,
435,Residential Plot,PKR57.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,
436,Residential Plot,PKR40.75 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 weeks ago,
437,Residential Plot,PKR24 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3 Marla,For Sale,-,2 weeks ago,
438,Residential Plot,PKR29 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3 Marla,For Sale,-,2 weeks ago,
439,,,,,,,,,,,,
440,Residential Plot,PKR30 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3 Marla,For Sale,-,2 weeks ago,
441,Plot File,PKR3.4 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,3 weeks ago,
442,Plot File,PKR70.7 Lakh,PKR10.9 Lakh,PKR65 Thousand,6 Months,"Al Rehman Garden, Lahore, Punjab",-,4 Marla,For Sale,-,3 weeks ago,"File,Electricity,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Security Staff"
443,Commercial Plot,PKR70.7 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,4 Marla,For Sale,-,3 weeks ago,
444,Residential Plot,PKR25 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,3 weeks ago,
445,Plot File,PKR10.9 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,4 Marla,For Sale,-,3 weeks ago,
446,Plot File,PKR10.9 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,4 Marla,For Sale,-,3 weeks ago,
447,Commercial Plot,PKR70.7 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,4 Marla,For Sale,-,3 weeks ago,
448,Residential Plot,PKR41.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,3 weeks ago,
449,Residential Plot,PKR42 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,3 weeks ago,
450,Residential Plot,PKR40 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,3 weeks ago,
451,Residential Plot,PKR40 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,3 weeks ago,
452,Residential Plot,PKR39 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,3 weeks ago,
453,Residential Plot,PKR40 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,3 weeks ago,
454,Plot File,PKR2.75 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3.5 Marla,For Sale,-,3 weeks ago,
455,Plot File,PKR3.4 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,3 weeks ago,
456,Plot File,PKR3.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,3 weeks ago,
457,Residential Plot,PKR45 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,4 Marla,For Sale,-,3 weeks ago,
458,Residential Plot,PKR36 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3 Marla,For Sale,-,3 weeks ago,
459,Residential Plot,PKR1.75 Crore,,,,"Al Rehman Garden, Lahore, Punjab",-,1 Kanal,For Sale,-,3 weeks ago,
460,Plot File,PKR19.65 Lakh,PKR3.25 Lakh,PKR19 Thousand,60 Months,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,3 weeks ago,
461,Commercial Plot,PKR2.35 Crore,,,,"Al Rehman Garden, Lahore, Punjab",-,4 Marla,For Sale,-,3 weeks ago,
462,Residential Plot,PKR66.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,7 Marla,For Sale,-,3 weeks ago,
463,Residential Plot,PKR64 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,8 Marla,For Sale,-,3 weeks ago,
464,Residential Plot,PKR40 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,3 weeks ago,
465,Residential Plot,PKR64 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,8 Marla,For Sale,-,3 weeks ago,
466,Residential Plot,PKR40 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,3 weeks ago,
467,Commercial Plot,PKR1.2 Crore,,,,"Al Rehman Garden, Lahore, Punjab",-,2 Marla,For Sale,-,3 weeks ago,
468,Commercial Plot,PKR1.25 Crore,,,,"Al Rehman Garden, Lahore, Punjab",-,2 Marla,For Sale,-,3 weeks ago,"Possesion,File,Balloted,Sewerage,Electricity,Water Supply,Boundary Wall"
469,Residential Plot,PKR68 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,3 weeks ago,"File,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall"
470,Residential Plot,PKR92 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,8 Marla,For Sale,-,3 weeks ago,"File,Balloted,Sewerage,Electricity,Water Supply,Boundary Wall"
471,Residential Plot,PKR55 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,3 weeks ago,"Possesion,File,Balloted,Sewerage,Electricity,Water Supply,Boundary Wall"
472,Residential Plot,PKR40 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,3 weeks ago,"Possesion,File,Balloted,Sewerage,Electricity,Water Supply,Boundary Wall"
473,Commercial Plot,PKR1.05 Crore,,,,"Al Rehman Garden, Lahore, Punjab",-,2 Marla,For Sale,-,3 weeks ago,"Possesion,File,Balloted,Sewerage,Electricity,Water Supply,Boundary Wall"
474,Commercial Plot,PKR1.1 Crore,,,,"Al Rehman Garden, Lahore, Punjab",-,2 Marla,For Sale,-,3 weeks ago,"Possesion,File,Balloted,Sewerage,Electricity,Water Supply,Boundary Wall"
475,Residential Plot,PKR90 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,10 Marla,For Sale,-,3 weeks ago,"File,Balloted,Sewerage,Electricity,Water Supply,Boundary Wall"
476,Residential Plot,PKR29.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3 Marla,For Sale,-,3 weeks ago,
477,Residential Plot,PKR54 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,3 weeks ago,"Possesion,File,Balloted,Sewerage,Electricity,Water Supply,Boundary Wall"
478,Plot File,PKR4.25 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,7 Marla,For Sale,-,3 weeks ago,
479,Residential Plot,PKR23.75 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,3 weeks ago,
480,Plot File,PKR3.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,3 weeks ago,
481,Residential Plot,PKR16.95 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3.5 Marla,For Sale,-,3 weeks ago,
482,Plot File,PKR2.75 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3.5 Marla,For Sale,-,3 weeks ago,
483,Residential Plot,PKR33.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3.5 Marla,For Sale,-,3 weeks ago,"Possesion,File,Balloted,Sewerage,Electricity,Water Supply,Boundary Wall"
484,Commercial Plot,PKR2.25 Crore,,,,"Al Rehman Garden, Lahore, Punjab",-,4 Marla,For Sale,-,3 weeks ago,
485,Residential Plot,PKR55 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,3 weeks ago,
486,Residential Plot,PKR2 Crore,,,,"Al Rehman Garden, Lahore, Punjab",-,1 Kanal,For Sale,-,3 weeks ago,
487,Residential Plot,PKR1.05 Crore,,,,"Al Rehman Garden, Lahore, Punjab",-,10 Marla,For Sale,-,3 weeks ago,"Possesion,File,Balloted,Sewerage,Electricity"
488,Residential Plot,PKR1.82 Crore,,,,"Al Rehman Garden, Lahore, Punjab",-,1 Kanal,For Sale,-,3 weeks ago,
489,Residential Plot,PKR1.8 Crore,,,,"Al Rehman Garden, Lahore, Punjab",-,1 Kanal,For Sale,-,3 weeks ago,
490,Residential Plot,PKR1.27 Crore,,,,"Al Rehman Garden, Lahore, Punjab",-,10 Marla,For Sale,-,3 weeks ago,
491,Residential Plot,PKR1.54 Crore,,,,"Al Rehman Garden, Lahore, Punjab",-,1 Kanal,For Sale,-,3 weeks ago,
492,Residential Plot,PKR1.7 Crore,,,,"Al Rehman Garden, Lahore, Punjab",-,1.1 Kanal,For Sale,-,3 weeks ago,
493,Residential Plot,PKR51.75 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,3 weeks ago,
494,Residential Plot,PKR48.47 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,6 Marla,For Sale,-,3 weeks ago,
495,Residential Plot,PKR60 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",6,6 Marla,For Sale,6,3 weeks ago,
496,Residential Plot,PKR66.9 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",6,6 Marla,For Sale,5,3 weeks ago,
497,Residential Plot,PKR55 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,4 weeks ago,"Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places"
498,Residential Plot,PKR70 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,6 Marla,For Sale,-,4 weeks ago,"Possesion,File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall"
499,Plot File,PKR32.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,2 Marla,For Sale,-,4 weeks ago,File
500,Commercial Plot,PKR70.7 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,4 Marla,For Sale,-,4 weeks ago,
501,Residential Plot,PKR24 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3.5 Marla,For Sale,-,4 weeks ago,"Possesion,File,Balloted,Sewerage,Electricity,Water Supply,Boundary Wall"
502,Residential Plot,PKR52.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,14 Marla,For Sale,-,4 weeks ago,
503,Commercial Plot,PKR2.4 Crore,,,,"Al Rehman Garden, Lahore, Punjab",-,4 Marla,For Sale,-,4 weeks ago,"File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall"
504,Residential Plot,PKR25 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,4 weeks ago,File
505,Plot File,PKR13.65 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3 Marla,For Sale,-,4 weeks ago,
506,Residential Plot,PKR52 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,7 Marla,For Sale,-,4 weeks ago,
507,Residential Plot,PKR67.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",6,6 Marla,For Sale,5,4 weeks ago,
508,Residential Plot,PKR52.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,4 weeks ago,
509,Residential Plot,PKR1.65 Crore,,,,"Al Rehman Garden, Lahore, Punjab",-,1 Kanal,For Sale,-,4 weeks ago,
510,Residential Plot,PKR94 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,10 Marla,For Sale,-,4 weeks ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply"
511,Plot File,PKR10 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,4 weeks ago,
512,Plot File,PKR6.2 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3.5 Marla,For Sale,-,4 weeks ago,
513,Plot File,PKR6.2 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3.5 Marla,For Sale,-,4 weeks ago,
514,Residential Plot,PKR16.95 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3.5 Marla,For Sale,-,1 day ago,
515,Residential Plot,PKR78 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,10 Marla,For Sale,-,4 weeks ago,
516,Commercial Plot,PKR1.05 Crore,,,,"Al Rehman Garden, Lahore, Punjab",-,2 Marla,For Sale,-,4 weeks ago,"Possesion,File,Balloted,Sewerage,Electricity,Water Supply,Boundary Wall"
517,Residential Plot,PKR85 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,10 Marla,For Sale,-,4 weeks ago,"Nearby Schools,Nearby Hospitals,Nearby Restaurants,Nearby Public Transport Service,Other Nearby Places,Other Facilities"
518,Residential Plot,PKR52.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,1 month ago,
519,Plot File,PKR6.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,2 Marla,For Sale,-,1 month ago,
520,Residential Plot,PKR1.5 Crore,,,,"Al Rehman Garden, Lahore, Punjab",-,1 Kanal,For Sale,-,1 month ago,"Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places"
521,Residential Plot,PKR47.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,1 month ago,
522,Residential Plot,PKR24 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3 Marla,For Sale,-,1 month ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply"
523,Residential Plot,PKR27 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3 Marla,For Sale,-,1 month ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply"
524,Residential Plot,PKR45 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,1 month ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply"
525,Residential Plot,PKR54 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,1 month ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply"
526,Residential Plot,PKR66 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,6 Marla,For Sale,-,1 month ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply"
527,Plot File,PKR23.75 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,1 month ago,
528,Commercial Plot,PKR70.7 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,4 Marla,For Sale,-,1 month ago,
529,Commercial Plot,PKR70.7 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,4 Marla,For Sale,-,1 month ago,
530,Residential Plot,PKR17.85 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3.5 Marla,For Sale,-,1 month ago,
531,Residential Plot,PKR25 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,1 month ago,
532,Residential Plot,PKR25 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,1 month ago,
533,Residential Plot,PKR17.85 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3.5 Marla,For Sale,-,1 month ago,
534,Plot File,PKR3.4 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,1 month ago,
535,Commercial Plot,PKR38.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,2 Marla,For Sale,-,1 month ago,
536,Plot File,PKR3.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,1 month ago,
537,Plot File,PKR17.85 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3.5 Marla,For Sale,-,1 month ago,
538,Residential Plot,PKR30.63 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,7 Marla,For Sale,-,1 month ago,
539,Plot File,PKR4.25 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,7 Marla,For Sale,-,1 month ago,
540,Residential Plot,PKR23.75 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,1 month ago,
541,Plot File,PKR3.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,1 month ago,
542,Residential Plot,PKR16.95 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3.5 Marla,For Sale,-,1 month ago,
543,Plot File,PKR2.75 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3.5 Marla,For Sale,-,1 month ago,
544,Residential Plot,PKR30.63 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,7 Marla,For Sale,-,1 month ago,
545,Plot File,PKR4.25 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,7 Marla,For Sale,-,1 month ago,
546,Residential Plot,PKR23.75 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,1 month ago,
547,Plot File,PKR3.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,1 month ago,
548,Residential Plot,PKR16.95 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3.5 Marla,For Sale,-,1 month ago,
549,Plot File,PKR2.75 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3.5 Marla,For Sale,-,1 month ago,
550,Residential Plot,PKR56 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,1 month ago,
551,Residential Plot,PKR42 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,1 month ago,
552,Residential Plot,PKR42 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,1 month ago,
553,Residential Plot,PKR37.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 months ago,
554,Residential Plot,PKR23.75 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 months ago,
555,Residential Plot,PKR30.63 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,7 Marla,For Sale,-,2 months ago,
556,Plot File,PKR2.75 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3 Marla,For Sale,-,2 months ago,
557,Residential Plot,PKR23.75 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 months ago,
558,Residential Plot,PKR30.63 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,7 Marla,For Sale,-,2 months ago,
559,Residential Plot,PKR90 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,10 Marla,For Sale,-,2 months ago,
560,Plot File,PKR29.5 Lakh,PKR4 Lakh,PKR13 Thousand,47 Months,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,2 months ago,
561,Residential Plot,PKR16.95 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3 Marla,For Sale,-,3 months ago,
562,Plot File,PKR17.85 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3.5 Marla,For Sale,-,3 months ago,"Possesion,Corner,Park Facing,File,Balloted,Sewerage,Electricity,Water Supply,Boundary Wall,Security Staff"
