,Type,Price,Location,Baths,Area,Purpose,Beds,Creation date,Amenities,advance,Monthly installment,Remaining installments
266,Residential Plot,PKR42 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,4 Marla,For Sale,-,2 months ago,"Possesion,Corner,File,Balloted,Sewerage,Electricity,Water Supply,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service",,,
267,Residential Plot,PKR38 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,5 Marla,For Sale,-,2 months ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service",,,
268,Residential Plot,PKR32 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,5 Marla,For Sale,-,2 months ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places",,,
269,Residential Plot,PKR36 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,4 Marla,For Sale,-,2 months ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply",,,
270,Residential Plot,PKR38 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,4 Marla,For Sale,-,3 months ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply",,,
271,Residential Plot,PKR42 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,5 Marla,For Sale,-,3 months ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply",,,
272,Residential Plot,PKR38 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,5 Marla,For Sale,-,4 months ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Boundary Wall,Nearby Schools,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms)",,,
273,Residential Plot,PKR32 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,5 Marla,For Sale,-,4 months ago,,,,
274,Residential Plot,PKR48 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,5 Marla,For Sale,-,4 months ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply",,,
275,Residential Plot,PKR38 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,5 Marla,For Sale,-,4 months ago,"Possesion,Park Facing,Balloted,Sewerage,Electricity,Water Supply,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places",,,
276,Residential Plot,PKR50 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,5 Marla,For Sale,-,6 months ago,,,,
277,Residential Plot,PKR37.5 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,5 Marla,For Sale,-,6 months ago,,,,
278,Residential Plot,PKR55 Lakh,"Park Avenue Housing Scheme, Lahore, Punjab",-,5 Marla,For Sale,-,7 months ago,,,,
279,Commercial Plot,PKR2.1 Crore,"Park Avenue Housing Scheme, Lahore, Punjab",-,5 Marla,For Sale,-,8 months ago,,,,
