,0,1
909,909,"Balloted,Boundary Wall,Electricity,Water Supply"
910,910,"Balloted,Boundary Wall,Distance From Airport (kms),Electricity,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Park Facing,Possesion,Security Staff,Sewerage,Sui Gas,Water Supply"
911,911,"Boundary Wall,Corner,Electricity,Possesion,Security Staff,Sewerage,Sui Gas,Water Supply"
912,912,"Balloted,Boundary Wall,Corner,Distance From Airport (kms),Electricity,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Security Staff,Sewerage,Sui Gas,Water Supply"
913,913,"Balloted,Boundary Wall,Distance From Airport (kms),Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Facilities,Other Nearby Places,Security Staff,Sewerage,Sui Gas,Water Supply"
914,914,"Boundary Wall,Disputed,Distance From Airport (kms),Electricity,File,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Nearby Places,Possesion,Security Staff,Sewerage,Sui Gas,Water Supply"
915,915,"Boundary Wall,Distance From Airport (kms),Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Nearby Places,Possesion,Sewerage,Water Supply"
916,916,"Balloted,Boundary Wall,Distance From Airport (kms),Electricity,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Nearby Places,Park Facing,Possesion,Sui Gas,Water Supply"
917,917,"Accessible by Road,Boundary Lines,Disputed,Distance From Airport (kms),Electricity,Irrigation,Land Fertility,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Nearby Water Resources,Other Land Features,Other Nearby Places,Perimeter Fencing,Possesion,Sui Gas,Tube Wells"
918,918,"Boundary Wall,Electricity,File,Park Facing,Possesion,Sui Gas,Water Supply"
919,919,"Corner,Electricity,Park Facing,Possesion,Sewerage,Water Supply"
920,920,"Balloted,Distance From Airport (kms),Electricity,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Nearby Places,Possesion,Security Staff,Sewerage,Water Supply"
921,921,"Balloted,Distance From Airport (kms),Electricity,Nearby Hospitals,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Facilities,Other Nearby Places,Security Staff,Sewerage,Sui Gas,Water Supply"
922,922,"Balloted,Boundary Wall,Disputed,Electricity,File,Park Facing,Possesion,Security Staff,Sewerage,Sui Gas,Water Supply"
923,923,"Corner,Electricity,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Facilities,Other Nearby Places,Sewerage,Sui Gas,Water Supply"
924,924,"Balloted,Boundary Wall,Corner,Distance From Airport (kms),Electricity,File,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Possesion,Sewerage,Sui Gas,Water Supply"
925,925,"Balloted,Distance From Airport (kms),Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Nearby Places,Park Facing,Possesion,Security Staff"
926,926,"Balloted,Electricity,Security Staff,Sewerage,Water Supply"
927,927,"Corner,Distance From Airport (kms),Electricity,File,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Facilities,Other Nearby Places,Security Staff,Sewerage,Sui Gas,Water Supply"
928,928,"Balloted,Boundary Wall,Distance From Airport (kms),Electricity,File,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Possesion,Sewerage,Sui Gas,Water Supply"
929,929,"Balloted,Boundary Wall,Possesion,Security Staff,Sewerage"
930,930,"Electricity,Nearby Hospitals,Nearby Schools,Possesion,Sewerage,Sui Gas,Water Supply"
931,931,"Balloted,Boundary Wall,Distance From Airport (kms),Electricity,Security Staff,Sewerage,Sui Gas,Water Supply"
932,932,"Balloted,Boundary Wall,Corner,Distance From Airport (kms),Electricity,Nearby Hospitals,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Security Staff,Sewerage,Sui Gas,Water Supply"
933,933,"Balloted,Boundary Wall,Corner,Electricity,Sewerage,Sui Gas,Water Supply"
934,934,"Boundary Wall,Disputed,Distance From Airport (kms),Electricity,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Facilities,Other Nearby Places,Possesion,Security Staff,Sewerage,Sui Gas"
935,935,"Balloted,Disputed,Electricity,File,Park Facing,Sewerage,Water Supply"
936,936,"Corner,Electricity,Other Facilities,Possesion,Security Staff,Sewerage,Sui Gas,Water Supply"
937,937,"Balloted,Distance From Airport (kms),Electricity,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Facilities,Other Nearby Places,Possesion,Sewerage,Sui Gas,Water Supply"
938,938,"Balloted,Distance From Airport (kms),Electricity,Nearby Shopping Malls,Possesion,Sewerage,Sui Gas,Water Supply"
939,939,"Balloted,Distance From Airport (kms),Electricity,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Nearby Places,Possesion,Sewerage,Sui Gas,Water Supply"
940,940,"Boundary Wall,Distance From Airport (kms),Electricity,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Facilities,Other Nearby Places,Security Staff,Sui Gas,Water Supply"
941,941,"Distance From Airport (kms),File,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Nearby Places,Security Staff,Sewerage,Sui Gas,Water Supply"
942,942,"Balloted,Boundary Wall,Disputed,Distance From Airport (kms),Electricity,File,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Facilities,Other Nearby Places,Park Facing,Possesion,Sewerage,Sui Gas,Water Supply"
943,943,"Balloted,Boundary Wall,Electricity,Other Facilities,Possesion,Security Staff,Sewerage,Sui Gas,Water Supply"
944,944,"Distance From Airport (kms),Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Facilities,Other Nearby Places,Possesion,Security Staff,Sewerage,Water Supply"
945,945,"Barbeque Area,Distance From Airport (kms),Facilities for Disabled,Kids Play Area,Maintenance Staff,Mosque,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Nearby Places,Security Staff"
946,946,"Balloted,Boundary Wall,Electricity,File,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Nearby Places,Possesion,Security Staff,Sewerage,Sui Gas,Water Supply"
947,947,"Balloted,Boundary Wall,Corner,Electricity,File,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Nearby Places,Possesion,Security Staff,Sewerage,Sui Gas,Water Supply"
948,948,"Balloted,Boundary Wall,Distance From Airport (kms),Electricity,File,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Sewerage,Water Supply"
949,949,"Electricity,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Facilities,Other Nearby Places,Possesion,Sewerage,Sui Gas,Water Supply"
950,950,"Electricity,Security Staff,Sewerage,Water Supply"
951,951,"Balloted,Boundary Wall,Corner,Disputed,Distance From Airport (kms),Electricity,File,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Facilities,Other Nearby Places,Security Staff,Sewerage,Sui Gas,Water Supply"
952,952,"Balloted,Boundary Wall,Distance From Airport (kms),Electricity,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Facilities,Other Nearby Places,Possesion,Security Staff,Sui Gas,Water Supply"
953,953,"Balloted,Boundary Wall,Disputed,Distance From Airport (kms),Electricity,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Nearby Places,Possesion,Sewerage,Sui Gas,Water Supply"
954,954,"Balloted,Corner,Disputed,Distance From Airport (kms),Electricity,File,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Facilities,Other Nearby Places,Possesion,Security Staff,Sewerage,Sui Gas,Water Supply"
955,955,"Boundary Wall,Corner,Distance From Airport (kms),Electricity,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Nearby Places,Possesion,Sewerage,Sui Gas,Water Supply"
956,956,"Boundary Wall,Distance From Airport (kms),Electricity,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Facilities,Other Nearby Places,Possesion,Security Staff,Sui Gas,Water Supply"
957,957,"Corner,Distance From Airport (kms),Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Facilities,Other Nearby Places,Park Facing,Possesion,Security Staff"
958,958,"Balloted,Corner,Electricity,Possesion,Security Staff,Sewerage,Sui Gas,Water Supply"
959,959,"Boundary Wall,Electricity,Park Facing,Sui Gas,Water Supply"
960,960,"Boundary Wall,Corner,Disputed,Distance From Airport (kms),Electricity,File,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Facilities,Other Nearby Places,Possesion,Security Staff,Sewerage,Sui Gas,Water Supply"
961,961,"Balloted,Boundary Wall,Electricity,Possesion,Sui Gas,Water Supply"
962,962,"Balloted,Distance From Airport (kms),Electricity,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Facilities,Other Nearby Places,Security Staff,Sui Gas,Water Supply"
963,963,"Boundary Wall,Electricity,File,Possesion,Security Staff,Sewerage,Sui Gas,Water Supply"
964,964,"Balloted,Electricity,File,Park Facing,Possesion,Security Staff,Sewerage,Sui Gas,Water Supply"
965,965,"Balloted,Boundary Wall,Corner,Disputed,Electricity,File,Nearby Hospitals,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Park Facing,Possesion,Security Staff,Sewerage,Sui Gas,Water Supply"
966,966,"Distance From Airport (kms),Electricity,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Facilities,Possesion,Security Staff,Sewerage,Water Supply"
967,967,"Corner,Distance From Airport (kms),Electricity,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Nearby Places,Possesion,Security Staff,Sewerage,Water Supply"
968,968,"Balloted,Boundary Wall,Electricity,Nearby Hospitals,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Security Staff,Sewerage,Water Supply"
969,969,"Distance From Airport (kms),Electricity,Nearby Public Transport Service,Nearby Restaurants,Nearby Shopping Malls,Other Facilities,Other Nearby Places,Possesion,Security Staff,Sewerage,Sui Gas,Water Supply"
970,970,"Distance From Airport (kms),Electricity,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Facilities,Other Nearby Places,Possesion,Security Staff,Sewerage,Water Supply"
971,971,"Balloted,Electricity,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Possesion,Water Supply"
972,972,"Balloted,Boundary Wall,Corner,Electricity,Other Nearby Places,Security Staff,Sewerage,Sui Gas,Water Supply"
973,973,"Balloted,Electricity,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Possesion,Sewerage,Water Supply"
974,974,"Balloted,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Possesion,Sewerage,Water Supply"
975,975,"Boundary Wall,Corner,Electricity,Possesion,Sui Gas,Water Supply"
976,976,"Boundary Wall,Distance From Airport (kms),Electricity,Nearby Public Transport Service,Other Nearby Places,Security Staff,Sewerage,Sui Gas,Water Supply"
977,977,"Boundary Wall,Corner,Distance From Airport (kms),Electricity,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Nearby Places,Park Facing,Possesion,Sewerage,Sui Gas,Water Supply"
978,978,"Balloted,Boundary Wall,Distance From Airport (kms),Electricity,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Sewerage,Sui Gas,Water Supply"
979,979,"Balloted,Boundary Wall,Corner,Disputed,Distance From Airport (kms),Electricity,File,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Facilities,Other Nearby Places,Park Facing,Possesion,Sewerage,Sui Gas,Water Supply"
980,980,"Balloted,Corner,Electricity,Security Staff,Sewerage,Sui Gas,Water Supply"
981,981,"Boundary Wall,Distance From Airport (kms),Electricity,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Facilities,Possesion,Security Staff,Sewerage,Sui Gas,Water Supply"
982,982,"Distance From Airport (kms),Electricity,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Security Staff,Sewerage,Sui Gas,Water Supply"
983,983,"Balloted,Boundary Wall,Distance From Airport (kms),Electricity,File,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Nearby Places,Security Staff,Sewerage,Water Supply"
984,984,"Boundary Wall,Corner,Distance From Airport (kms),Electricity,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Facilities,Other Nearby Places,Possesion,Security Staff,Sui Gas,Water Supply"
985,985,"Balloted,Boundary Wall,Electricity,File,Other Facilities,Possesion,Security Staff,Sewerage,Sui Gas,Water Supply"
986,986,"Balloted,Boundary Wall,Corner,Distance From Airport (kms),Electricity,Nearby Hospitals,Nearby Schools,Nearby Shopping Malls,Security Staff,Sewerage,Water Supply"
987,987,"Electricity,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Nearby Places,Possesion,Sui Gas,Water Supply"
988,988,"Balloted,Corner,Distance From Airport (kms),Electricity,Nearby Hospitals,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Sewerage,Water Supply"
989,989,"Distance From Airport (kms),Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Facilities,Other Nearby Places,Security Staff,Sewerage,Water Supply"
990,990,"Balloted,Boundary Wall,Electricity,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Facilities,Other Nearby Places,Security Staff,Sewerage,Sui Gas,Water Supply"
991,991,"Balloted,Boundary Wall,Distance From Airport (kms),Electricity,Nearby Hospitals,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Security Staff,Sewerage,Water Supply"
992,992,"Balloted,Boundary Wall,Corner,Electricity,File,Sewerage,Sui Gas,Water Supply"
993,993,"Balloted,Boundary Wall,Disputed,Electricity,Sewerage,Sui Gas,Water Supply"
994,994,"Balloted,Distance From Airport (kms),Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Facilities,Other Nearby Places,Security Staff"
995,995,"Electricity,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Sui Gas,Water Supply"
996,996,"Boundary Wall,Distance From Airport (kms),Electricity,Nearby Hospitals,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Possesion,Security Staff,Sewerage,Water Supply"
997,997,"Electricity,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Possesion,Sewerage,Water Supply"
998,998,"Balloted,Corner,Distance From Airport (kms),Electricity,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Facilities,Other Nearby Places,Park Facing,Possesion,Security Staff,Sewerage,Water Supply"
999,999,"Corner,Distance From Airport (kms),Electricity,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Facilities,Other Nearby Places,Park Facing,Possesion,Security Staff,Sui Gas,Water Supply"
1000,1000,"Distance From Airport (kms),Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Facilities,Other Nearby Places,Park Facing,Security Staff,Sewerage,Water Supply"
1001,1001,"Distance From Airport (kms),Electricity,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Nearby Places,Park Facing,Possesion,Security Staff,Sewerage,Water Supply"
1002,1002,"Balloted,Corner,Disputed,Distance From Airport (kms),Electricity,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Facilities,Other Nearby Places,Park Facing,Possesion,Security Staff,Sewerage,Sui Gas,Water Supply"
1003,1003,"Balloted,Boundary Wall,Distance From Airport (kms),Electricity,Nearby Hospitals,Nearby Schools,Security Staff,Sewerage,Water Supply"
1004,1004,"Balloted,Boundary Wall,Distance From Airport (kms),Electricity,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Park Facing,Security Staff,Sewerage,Water Supply"
1005,1005,"Boundary Wall,Disputed,Distance From Airport (kms),Electricity,File,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Facilities,Other Nearby Places,Park Facing,Possesion,Security Staff,Sewerage,Sui Gas,Water Supply"
1006,1006,"Balloted,Corner,Electricity,File,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Possesion,Security Staff,Sewerage,Sui Gas,Water Supply"
1007,1007,"Balloted,Boundary Wall,Electricity,Other Nearby Places,Possesion,Security Staff,Sewerage,Sui Gas,Water Supply"
1008,1008,"Balloted,Boundary Wall,Corner,Distance From Airport (kms),Electricity,File,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Facilities,Other Nearby Places,Security Staff,Sewerage,Sui Gas,Water Supply"
1009,1009,"Balloted,Boundary Wall,Corner,Distance From Airport (kms),Electricity,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Security Staff,Water Supply"
1010,1010,"Balloted,Electricity,File,Park Facing,Water Supply"
1011,1011,"Distance From Airport (kms),Electricity,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Possesion,Sewerage,Sui Gas,Water Supply"
1012,1012,"Distance From Airport (kms),Electricity,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Nearby Places,Security Staff,Sewerage,Water Supply"
1013,1013,"Distance From Airport (kms),Electricity,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Possesion,Security Staff,Water Supply"
1014,1014,"Balloted,Boundary Wall,Electricity,Sewerage,Sui Gas"
1015,1015,"Balloted,Boundary Wall,Corner,Electricity,Other Facilities,Possesion,Security Staff,Sewerage,Sui Gas,Water Supply"
1016,1016,"Balloted,Boundary Wall,Disputed,Distance From Airport (kms),File,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Facilities,Other Nearby Places,Sewerage,Sui Gas,Water Supply"
1017,1017,"Balloted,Distance From Airport (kms),Electricity,Nearby Hospitals,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Possesion,Security Staff,Sewerage,Water Supply"
1018,1018,"Balloted,Corner,Distance From Airport (kms),Electricity,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Possesion,Security Staff,Sewerage,Sui Gas,Water Supply"
1019,1019,"Balloted,Corner,Distance From Airport (kms),Electricity,File,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Facilities,Possesion,Security Staff,Sewerage,Sui Gas,Water Supply"
1020,1020,"Distance From Airport (kms),Electricity,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Security Staff,Sewerage,Water Supply"
1021,1021,"Boundary Wall,Corner,Distance From Airport (kms),Electricity,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Possesion,Security Staff,Sewerage,Sui Gas,Water Supply"
1022,1022,"Balloted,Boundary Wall,Electricity,Park Facing,Sewerage,Water Supply"
1023,1023,"Boundary Wall,Corner,Distance From Airport (kms),Electricity,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Possesion,Sui Gas,Water Supply"
1024,1024,"Balloted,Electricity,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Facilities,Other Nearby Places,Security Staff,Sewerage,Water Supply"
1025,1025,"Balloted,Boundary Wall,Corner,Electricity,Park Facing,Possesion,Sewerage,Sui Gas"
1026,1026,"Balloted,Boundary Wall,Corner,Electricity,Security Staff,Sewerage,Sui Gas,Water Supply"
1027,1027,"Boundary Wall,File,Nearby Schools,Nearby Shopping Malls,Possesion,Sewerage,Water Supply"
1028,1028,"Corner,Distance From Airport (kms),Electricity,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Possesion,Sewerage,Water Supply"
1029,1029,"Balloted,Distance From Airport (kms),Electricity,Possesion,Security Staff,Sewerage,Sui Gas,Water Supply"
1030,1030,"Balloted,Boundary Wall,Disputed,Electricity,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Possesion,Sewerage,Sui Gas,Water Supply"
1031,1031,"Balloted,Boundary Wall,Corner,Electricity,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Possesion,Security Staff,Sewerage,Water Supply"
1032,1032,"Electricity,Possesion,Security Staff,Sui Gas,Water Supply"
1033,1033,"Balloted,Possesion"
1034,1034,"Balloted,Boundary Wall,Sewerage,Sui Gas,Water Supply"
1035,1035,"Accessible by Road,Boundary Lines,Distance From Airport (kms),Electricity,Land Fertility,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Nearby Places,Perimeter Fencing,Possesion,Security Staff,Sui Gas,Tube Wells"
1036,1036,"Boundary Wall,Distance From Airport (kms),Electricity,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Nearby Places,Possesion,Sewerage,Water Supply"
1037,1037,"Electricity,Other Nearby Places,Sewerage,Sui Gas,Water Supply"
1038,1038,"Balloted,Boundary Wall,Corner,Electricity,File,Park Facing,Possesion,Sewerage,Sui Gas"
1039,1039,"Balloted,Electricity,File,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Nearby Places,Possesion,Sewerage,Sui Gas,Water Supply"
1040,1040,"Balloted,Electricity,File,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Possesion,Security Staff,Sewerage,Sui Gas,Water Supply"
1041,1041,"Boundary Wall,Corner,Electricity,Other Facilities,Possesion,Security Staff,Sewerage,Sui Gas,Water Supply"
1042,1042,"Balloted,Distance From Airport (kms),Electricity,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Security Staff,Sewerage,Water Supply"
1043,1043,"Balloted,Boundary Wall,Electricity,Park Facing,Possesion,Security Staff,Sui Gas,Water Supply"
1044,1044,"Boundary Wall,Distance From Airport (kms),Electricity,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Nearby Places,Park Facing,Possesion,Security Staff,Sewerage,Sui Gas,Water Supply"
1045,1045,"Boundary Wall,Distance From Airport (kms),Electricity,Nearby Hospitals,Nearby Schools,Security Staff,Sewerage,Sui Gas,Water Supply"
1046,1046,"Balloted,Boundary Wall,Electricity,File,Nearby Hospitals,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Security Staff,Sewerage,Sui Gas,Water Supply"
1047,1047,"Balloted,Boundary Wall,Corner,Disputed,Distance From Airport (kms),Electricity,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Possesion,Security Staff,Sewerage,Sui Gas,Water Supply"
1048,1048,"Boundary Wall,File,Park Facing,Possesion,Sewerage,Water Supply"
1049,1049,"Balloted,Boundary Wall,Distance From Airport (kms),Electricity,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Facilities,Possesion,Security Staff,Sewerage,Sui Gas,Water Supply"
1050,1050,"Balloted,Distance From Airport (kms),Electricity,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Facilities,Other Nearby Places,Possesion,Security Staff,Water Supply"
1051,1051,"Balloted,Distance From Airport (kms),Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Facilities,Other Nearby Places,Possesion,Sewerage,Sui Gas,Water Supply"
1052,1052,"Balloted,Corner,Distance From Airport (kms),Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Facilities,Other Nearby Places,Possesion,Sewerage,Sui Gas,Water Supply"
1053,1053,"Balloted,Distance From Airport (kms),Electricity,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Facilities,Other Nearby Places,Sewerage,Sui Gas,Water Supply"
1054,1054,"Balloted,Distance From Airport (kms),Electricity,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Nearby Places,Sui Gas,Water Supply"
1055,1055,"Balloted,Distance From Airport (kms),Electricity,Nearby Hospitals,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Nearby Places,Possesion,Security Staff,Sewerage,Water Supply"
1056,1056,"Balloted,Boundary Wall,Corner,Distance From Airport (kms),Electricity,File,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Facilities,Other Nearby Places,Park Facing,Sewerage,Sui Gas,Water Supply"
1057,1057,"Balloted,Boundary Wall,Distance From Airport (kms),Electricity,File,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Nearby Places,Sewerage,Sui Gas,Water Supply"
1058,1058,"Balloted,Boundary Wall,Distance From Airport (kms),Electricity,File,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Other Facilities,Other Nearby Places,Sewerage,Sui Gas,Water Supply"
